shape_variant_id,version_id,shape_id,trip_headsign,is_main,note
101104,100589,Q691,"Nagykovácsi, Tisza István tér",1,
101105,100590,Q690,Hűvösvölgy,1,
101106,100591,R409,"Solymár, PEMÜ",1,
101107,100592,R408,Hűvösvölgy,1,
101108,100593,Q599,"Soroksár, Millenniumtelep",1,
101109,100594,Q600,Határ út M,1,
101110,100595,Q597,Cinkotai autóbuszgarázs,1,
101111,100596,Q598,"Kispest, Kossuth tér",1,
101112,100596,Q768,Cinkotai autóbuszgarázs,0,
101113,100597,Q601,"Törökbálint, Munkácsy Mihály utca",1,
101114,100598,Q602,Móricz Zsigmond körtér,1,
101115,100599,V004,"Nagytétény, ipartelep",1,
101116,100599,V023,Móricz Zsigmond körtér,0,
101117,100599,V024,"Nagytétény, ipartelep",0,
101118,100600,V027,"Újpalota, Szentmihályi út",0,
101119,100600,W308,"Újpalota, Szentmihályi út",1,
101120,100600,W309,Keleti pályaudvar M,0,
101121,100601,V029,"Csepel, Csillagtelep",1,
101122,100601,V031,"Csepel, Szent Imre tér",0,
101123,100602,V030,"Újpalota, Nyírpalota út",1,
101124,100602,V032,"Újpalota, Nyírpalota út",0,
101125,100603,T317,"Csepel, Csillagtelep",1,
101126,100603,V034,"Csepel, Szent Imre tér",0,
101127,100604,V033,Deák Ferenc tér M,1,
101128,100605,R882,"Rákoskeresztúr, városközpont",1,
101129,100606,R883,Dél-pesti autóbuszgarázs,1,
101130,100607,P549,"Rákoskeresztúr, vkp. (metró felé)",1,
101131,100607,P550,"Rákoskeresztúr, vkp. (metró felé)",0,
101132,100607,P551,"Rákoskeresztúr, vkp. (metró felé)",0,
101133,100607,P780,"Rákoskeresztúr, vkp. (városhatár felé)",0,
101134,100607,P781,Örs vezér tere M+H,0,
101135,100608,M108,Normafa,1,
101136,100609,V839,Gödöllő H,1,
101137,100610,V840,Cinkotai autóbuszgarázs,1,
101138,100611,A178,"Gyál, Vecsési út",1,
101139,100611,A180,"Gyál, Vecsési út",0,
101140,100612,A179,Dél-pesti autóbuszgarázs,1,
101141,100613,C583,Cinkotai autóbuszgarázs,1,
101142,100614,C106,Újpest-Központ M,1,
101143,100615,C584,Cinkotai autóbuszgarázs,1,
101144,100616,C182,Újpest-Központ M,1,
101145,100617,M115,Cinkotai autóbuszgarázs,0,
101146,100617,M116,"Rákoskeresztúr, városközpont",1,
101147,100618,M117,"Rákoskeresztúr, városközpont",0,
101148,100618,M118,Cinkotai autóbuszgarázs,1,
101149,100619,Q605,Dél-pesti autóbuszgarázs,1,
101150,100620,Q606,Határ út M,1,
101151,100426,E010,Közvágóhíd H,0,
101152,100475,R263,Budagyöngye,0,
101153,100476,R264,Móricz Zsigmond körtér,0,
101154,100621,H963,Centenáriumi ltp.(Margit utca),0,
101155,100621,X133,Budapesti út,1,
101156,100622,D366,Budapesti út,0,
101157,100622,O804,Sasvár utca,0,
101158,100622,X132,Örs vezér tere M+H,1,
101159,100623,T097,Budafoki temető,1,
101160,100624,T098,Savoya Park,1,
101161,100625,M762,BILK bekötőút,1,
101162,100625,P927,"Soroksár, BILK",0,
101163,100626,R828,"Solymár, PEMÜ",1,
101164,100627,X352,Örs vezér tere M+H,1,
101165,100628,X351,Déli pályaudvar M,1,
101166,100629,1230,Közvágóhíd,1,
101167,100629,L655,Közvágóhíd,0,
101168,100629,L656,Közvágóhíd,0,
101169,100629,L657,Közvágóhíd,0,
101170,100629,L658,Közvágóhíd,0,
101171,100629,L659,Közvágóhíd,0,
101172,100629,L668,Dunaharaszti külső,0,
101173,100629,L669,Dunaharaszti külső,0,
101174,100630,2268,Közvágóhíd,1,
101175,100630,L672,Közvágóhíd,0,
101176,100630,L673,Közvágóhíd,0,
101177,100630,L675,Dunaharaszti külső,0,
101178,100014,X648,Hűvösvölgy,0,
101179,100015,X647,Széll Kálmán tér M,0,
101180,100017,U496,"Erzsébet királyné útja, aluljáró",0,
101181,100017,V375,Széll Kálmán tér M,0,
101182,100017,V376,Pasaréti tér,0,
101183,100116,S960,"Akadémiaújtelep, 525. tér",0,
101184,100117,S961,"Kispest, Vas Gereben utca",0,
101185,100147,T116,Felsőcsatári köz,0,
101186,100148,T117,Puskás Ferenc Stadion M,0,
101187,100363,T101,"Budakeszi, Honfoglalás sétány",0,
101188,100449,N874,Baross kocsiszín,0,
101189,100452,P912,Száva kocsiszín,0,
101190,100631,N319,Ráckeve H,1,
101191,100632,N323,Tököl H,1,
101192,100633,K795,Ráckeve H,1,
101193,100634,K796,Tököl H,1,
101194,100635,T102,"Megyer, Szondi utca",1,
101195,100636,I372,Újpest-Központ M,1,
101196,100637,T110,Jahn Ferenc Kórház,1,
101197,100638,T111,Gubacsi út,1,
101198,100639,T099,Hárosi iskola,1,
101199,100640,T100,"Csepel, Szent Imre tér",1,
101200,100641,H963,Centenáriumi ltp.(Margit utca),0,
101201,100641,X133,Budapesti út,0,
101202,100641,G140,Budapesti út,1,
101203,100642,M763,Határ út M,1,
101204,100642,P923,"Soroksár, központi raktárak",0,
101205,100643,T112,Új köztemető,1,
101206,100644,X097,Határ út M,1,
101207,100645,S136,Vend utca,0,
101208,100645,X571,Nyugati pályaudvar M,1,
101209,100646,X573,Széll Kálmán tér M,1,
101210,100647,0154,"Kistarcsa, kórház H",1,
101211,100647,0285,Bökényföldi út,0,
101212,100647,O287,Auchan Liget,0,
101213,100648,0155,Rákosszentmihály vasútállomás,1,
101214,100648,6832,Rákosszentmihály vasútállomás,0,
101215,100648,J798,Rákosszentmihály vasútállomás,0,
101216,100649,W967,"Káposztásmegyer, Mogyoródi-patak",1,
101217,100650,W965,Újpest-Városkapu M,1,
101218,100651,X534,Bölöni György utca / Széher út,1,
101219,100651,X538,Bölöni György utca / Széher út,0,
101220,100652,X535,Széll Kálmán tér M,1,
101221,100653,R829,Hűvösvölgy,1,
101222,100654,X053,Óbudai autóbuszgarázs,1,
101223,100655,X054,Szentlélek tér H,1,
101224,100656,X574,"Zugliget, Libegő",1,
101225,100657,S534,Budagyöngye,0,
101226,100657,X575,Nyugati pályaudvar M,1,
101227,100658,E516,Új köztemető (Kozma utca),1,
101228,100658,K646,Száva kocsiszín,0,
101229,100659,E517,Keleti pályaudvar M,1,
101230,100660,1229,Ráckeve 2. vágány,1,
101231,100660,L650,Ráckeve 2. vágány,0,
101232,100660,L651,Ráckeve 2. vágány,0,
101233,100660,L652,Ráckeve 2. vágány,0,
101234,100660,L653,Ráckeve 2. vágány,0,
101235,100660,L654,Ráckeve 2. vágány,0,
101236,100660,L661,Ráckeve 2. vágány,0,
101237,100660,N941,Ráckeve 2. vágány,0,
101238,100661,2267,Tököl,0,
101239,100661,L635,Tököl,0,
101240,100661,L670,Tököl,1,
101241,100661,L671,Tököl,0,
101242,100661,L674,Tököl,0,
101243,100662,R859,"Újpest, Árpád út",1,
101244,100662,R861,Jászai Mari tér (Margit híd),0,
101245,100662,T008,Jászai Mari tér (Margit híd),0,
101246,100662,T686,"Újpest, Árpád út",0,
101247,100663,R858,Haller utca,1,
101248,100663,R860,Haller utca,0,
101249,100664,X132,Örs vezér tere M+H,0,
101250,100664,D366,Budapesti út,0,
101251,100664,G139,Örs vezér tere M+H,1,
101252,100664,O804,Sasvár utca,0,
101253,100665,M760,"Soroksár, BILK",1,
101254,100665,M762,BILK bekötőút,0,
101255,100665,P927,"Soroksár, BILK",0,
101256,100666,R706,Nyugati pályaudvar M,1,
101257,100666,S136,Vend utca,0,
101258,100667,R707,Széll Kálmán tér M,1,
101259,100668,0285,Bökényföldi út,0,
101260,100668,O287,Auchan Liget,1,
101261,100668,0154,"Kistarcsa, kórház H",0,
101262,100669,6832,Rákosszentmihály vasútállomás,1,
101263,100669,J798,Rákosszentmihály vasútállomás,0,
101264,100669,0155,Rákosszentmihály vasútállomás,0,
101265,100670,S089,"Káposztásmegyer, Mogyoródi-patak",1,
101266,100671,S091,Újpest-Városkapu M,1,
101267,100672,K028,Széher út,1,
101268,100672,K108,Széher út,0,
101269,100673,K029,Széll Kálmán tér M,1,
101270,100674,R828,"Solymár, PEMÜ",0,
101271,100674,R842,Templom tér,1,
101272,100674,R844,"Solymár, PEMÜ",0,
101273,100675,V047,"Zugliget, Libegő",1,
101274,100676,S534,Budagyöngye,0,
101275,100676,V048,Nyugati pályaudvar M,1,
101276,100677,L667,Dunaharaszti külső,0,
101277,100677,L678,Közvágóhíd,0,
101278,100677,L679,Közvágóhíd,0,
101279,100677,1230,Közvágóhíd,0,
101280,100677,L655,Közvágóhíd,0,
101281,100677,L656,Közvágóhíd,0,
101282,100677,L657,Közvágóhíd,1,
101283,100677,L658,Közvágóhíd,0,
101284,100677,L659,Közvágóhíd,0,
101285,100677,L668,Dunaharaszti külső,0,
101286,100677,L669,Dunaharaszti külső,0,
101287,100678,L681,Közvágóhíd,0,
101288,100678,2268,Közvágóhíd,0,
101289,100678,L637,Dunaharaszti külső,0,
101290,100678,L672,Közvágóhíd,1,
101291,100678,L675,Dunaharaszti külső,0,
101292,100679,S203,"Újpest, Árpád út",0,
101293,100679,T008,Jászai Mari tér (Margit híd),0,
101294,100679,U782,"Újpest, Árpád út",1,
101295,100679,U784,Jászai Mari tér (Margit híd),0,
101296,100680,S201,Egyetemváros - A38,0,
101297,100680,U783,Haller utca,1,
101298,100681,H963,Centenáriumi ltp.(Margit utca),0,
101299,100681,X133,Budapesti út,1,
101300,100682,D366,Budapesti út,0,
101301,100682,O804,Sasvár utca,0,
101302,100682,X132,Örs vezér tere M+H,1,
101303,100683,M762,BILK bekötőút,1,
101304,100683,P927,"Soroksár, BILK",0,
101305,100684,M763,Határ út M,1,
101306,100684,P923,"Soroksár, központi raktárak",0,
101307,100685,R828,"Solymár, PEMÜ",1,
101308,100686,R829,Hűvösvölgy,1,
101309,100687,1229,Ráckeve 2. vágány,1,
101310,100687,L650,Ráckeve 2. vágány,0,
101311,100687,L651,Ráckeve 2. vágány,0,
101312,100687,L652,Ráckeve 2. vágány,0,
101313,100687,L653,Ráckeve 2. vágány,0,
101314,100687,L654,Ráckeve 2. vágány,0,
101315,100687,L661,Ráckeve 2. vágány,0,
101316,100687,N941,Ráckeve 2. vágány,0,
101317,100688,1230,Közvágóhíd,1,
101318,100688,L655,Közvágóhíd,0,
101319,100688,L656,Közvágóhíd,0,
101320,100688,L657,Közvágóhíd,0,
101321,100688,L658,Közvágóhíd,0,
101322,100688,L659,Közvágóhíd,0,
101323,100688,L668,Dunaharaszti külső,0,
101324,100688,L669,Dunaharaszti külső,0,
101325,100689,2267,Tököl,0,
101326,100689,L635,Tököl,0,
101327,100689,L670,Tököl,1,
101328,100689,L671,Tököl,0,
101329,100689,L674,Tököl,0,
101330,100690,2268,Közvágóhíd,1,
101331,100690,L672,Közvágóhíd,0,
101332,100690,L673,Közvágóhíd,0,
101333,100690,L675,Dunaharaszti külső,0,
101334,100691,H963,Centenáriumi ltp.(Margit utca),0,
101335,100691,X133,Budapesti út,0,
101336,100691,G140,Budapesti út,1,
101337,100692,S136,Vend utca,0,
101338,100692,X571,Nyugati pályaudvar M,1,
101339,100693,X573,Széll Kálmán tér M,1,
101340,100694,0154,"Kistarcsa, kórház H",1,
101341,100694,0285,Bökényföldi út,0,
101342,100694,O287,Auchan Liget,0,
101343,100695,0155,Rákosszentmihály vasútállomás,1,
101344,100695,6832,Rákosszentmihály vasútállomás,0,
101345,100695,J798,Rákosszentmihály vasútállomás,0,
101346,100696,W967,"Káposztásmegyer, Mogyoródi-patak",1,
101347,100697,W965,Újpest-Városkapu M,1,
101348,100698,X534,Bölöni György utca / Széher út,1,
101349,100698,X538,Bölöni György utca / Széher út,0,
101350,100699,X535,Széll Kálmán tér M,1,
101351,100700,X574,"Zugliget, Libegő",1,
101352,100701,S534,Budagyöngye,0,
101353,100701,X575,Nyugati pályaudvar M,1,
101354,100702,R859,"Újpest, Árpád út",1,
101355,100702,R861,Jászai Mari tér (Margit híd),0,
101356,100702,T008,Jászai Mari tér (Margit híd),0,
101357,100702,T686,"Újpest, Árpád út",0,
101358,100703,R858,Haller utca,1,
101359,100703,R860,Haller utca,0,
101360,100704,X132,Örs vezér tere M+H,0,
101361,100704,D366,Budapesti út,0,
101362,100704,G139,Örs vezér tere M+H,1,
101363,100704,O804,Sasvár utca,0,
101364,100705,M760,"Soroksár, BILK",1,
101365,100705,M762,BILK bekötőút,0,
101366,100705,P927,"Soroksár, BILK",0,
101367,100706,R706,Nyugati pályaudvar M,1,
101368,100706,S136,Vend utca,0,
101369,100707,R707,Széll Kálmán tér M,1,
101370,100708,0285,Bökényföldi út,0,
101371,100708,O287,Auchan Liget,1,
101372,100708,0154,"Kistarcsa, kórház H",0,
101373,100709,6832,Rákosszentmihály vasútállomás,1,
101374,100709,J798,Rákosszentmihály vasútállomás,0,
101375,100709,0155,Rákosszentmihály vasútállomás,0,
101376,100710,S089,"Káposztásmegyer, Mogyoródi-patak",1,
101377,100711,S091,Újpest-Városkapu M,1,
101378,100712,K028,Széher út,1,
101379,100712,K108,Széher út,0,
101380,100713,K029,Széll Kálmán tér M,1,
101381,100714,R828,"Solymár, PEMÜ",0,
101382,100714,R842,Templom tér,1,
101383,100714,R844,"Solymár, PEMÜ",0,
101384,100715,V047,"Zugliget, Libegő",1,
101385,100716,S534,Budagyöngye,0,
101386,100716,V048,Nyugati pályaudvar M,1,
101387,100717,L667,Dunaharaszti külső,0,
101388,100717,L678,Közvágóhíd,0,
101389,100717,L679,Közvágóhíd,0,
101390,100717,1230,Közvágóhíd,0,
101391,100717,L655,Közvágóhíd,0,
101392,100717,L656,Közvágóhíd,0,
101393,100717,L657,Közvágóhíd,1,
101394,100717,L658,Közvágóhíd,0,
101395,100717,L659,Közvágóhíd,0,
101396,100717,L668,Dunaharaszti külső,0,
101397,100717,L669,Dunaharaszti külső,0,
101398,100718,L681,Közvágóhíd,0,
101399,100718,2268,Közvágóhíd,0,
101400,100718,L637,Dunaharaszti külső,0,
101401,100718,L672,Közvágóhíd,1,
101402,100718,L675,Dunaharaszti külső,0,
101403,100719,S203,"Újpest, Árpád út",0,
101404,100719,T008,Jászai Mari tér (Margit híd),0,
101405,100719,U782,"Újpest, Árpád út",1,
101406,100719,U784,Jászai Mari tér (Margit híd),0,
101407,100720,S201,Egyetemváros - A38,0,
101408,100720,U783,Haller utca,1,
101409,100721,H963,Centenáriumi ltp.(Margit utca),0,
101410,100721,X133,Budapesti út,1,
101411,100722,D366,Budapesti út,0,
101412,100722,O804,Sasvár utca,0,
101413,100722,X132,Örs vezér tere M+H,1,
101414,100723,M762,BILK bekötőút,1,
101415,100723,P927,"Soroksár, BILK",0,
101416,100724,M763,Határ út M,1,
101417,100724,P923,"Soroksár, központi raktárak",0,
101418,100725,R828,"Solymár, PEMÜ",1,
101419,100726,R829,Hűvösvölgy,1,
101420,100727,1229,Ráckeve 2. vágány,1,
101421,100727,L650,Ráckeve 2. vágány,0,
101422,100727,L651,Ráckeve 2. vágány,0,
101423,100727,L652,Ráckeve 2. vágány,0,
101424,100727,L653,Ráckeve 2. vágány,0,
101425,100727,L654,Ráckeve 2. vágány,0,
101426,100727,L661,Ráckeve 2. vágány,0,
101427,100727,N941,Ráckeve 2. vágány,0,
101428,100728,1230,Közvágóhíd,1,
101429,100728,L655,Közvágóhíd,0,
101430,100728,L656,Közvágóhíd,0,
101431,100728,L657,Közvágóhíd,0,
101432,100728,L658,Közvágóhíd,0,
101433,100728,L659,Közvágóhíd,0,
101434,100728,L668,Dunaharaszti külső,0,
101435,100728,L669,Dunaharaszti külső,0,
101436,100729,2267,Tököl,0,
101437,100729,L635,Tököl,0,
101438,100729,L670,Tököl,1,
101439,100729,L671,Tököl,0,
101440,100729,L674,Tököl,0,
101441,100730,2268,Közvágóhíd,1,
101442,100730,L672,Közvágóhíd,0,
101443,100730,L673,Közvágóhíd,0,
101444,100730,L675,Dunaharaszti külső,0,
101445,100731,H963,Centenáriumi ltp.(Margit utca),0,
101446,100731,X133,Budapesti út,0,
101447,100731,G140,Budapesti út,1,
101448,100732,S136,Vend utca,0,
101449,100732,X571,Nyugati pályaudvar M,1,
101450,100733,X573,Széll Kálmán tér M,1,
101451,100734,0154,"Kistarcsa, kórház H",1,
101452,100734,0285,Bökényföldi út,0,
101453,100734,O287,Auchan Liget,0,
101454,100735,0155,Rákosszentmihály vasútállomás,1,
101455,100735,6832,Rákosszentmihály vasútállomás,0,
101456,100735,J798,Rákosszentmihály vasútállomás,0,
101457,100736,W967,"Káposztásmegyer, Mogyoródi-patak",1,
101458,100737,W965,Újpest-Városkapu M,1,
101459,100738,X534,Bölöni György utca / Széher út,1,
101460,100738,X538,Bölöni György utca / Széher út,0,
101461,100739,X535,Széll Kálmán tér M,1,
101462,100740,X574,"Zugliget, Libegő",1,
101463,100741,S534,Budagyöngye,0,
101464,100741,X575,Nyugati pályaudvar M,1,
101465,100742,R859,"Újpest, Árpád út",1,
101466,100742,R861,Jászai Mari tér (Margit híd),0,
101467,100742,T008,Jászai Mari tér (Margit híd),0,
101468,100742,T686,"Újpest, Árpád út",0,
101469,100743,R858,Haller utca,1,
101470,100743,R860,Haller utca,0,
101471,100744,X132,Örs vezér tere M+H,0,
101472,100744,D366,Budapesti út,0,
101473,100744,G139,Örs vezér tere M+H,1,
101474,100744,O804,Sasvár utca,0,
101475,100745,M760,"Soroksár, BILK",1,
101476,100745,M762,BILK bekötőút,0,
101477,100745,P927,"Soroksár, BILK",0,
101478,100746,R706,Nyugati pályaudvar M,1,
101479,100746,S136,Vend utca,0,
101480,100747,R707,Széll Kálmán tér M,1,
101481,100748,0285,Bökényföldi út,0,
101482,100748,O287,Auchan Liget,1,
101483,100748,0154,"Kistarcsa, kórház H",0,
101484,100749,6832,Rákosszentmihály vasútállomás,1,
101485,100749,J798,Rákosszentmihály vasútállomás,0,
101486,100749,0155,Rákosszentmihály vasútállomás,0,
101487,100750,S089,"Káposztásmegyer, Mogyoródi-patak",1,
101488,100751,S091,Újpest-Városkapu M,1,
101489,100752,K028,Széher út,1,
101490,100752,K108,Széher út,0,
101491,100753,K029,Széll Kálmán tér M,1,
101492,100754,R828,"Solymár, PEMÜ",0,
101493,100754,R842,Templom tér,1,
101494,100754,R844,"Solymár, PEMÜ",0,
101495,100755,V047,"Zugliget, Libegő",1,
101496,100756,S534,Budagyöngye,0,
101497,100756,V048,Nyugati pályaudvar M,1,
101498,100757,L667,Dunaharaszti külső,0,
101499,100757,L678,Közvágóhíd,0,
101500,100757,L679,Közvágóhíd,0,
101501,100757,1230,Közvágóhíd,0,
101502,100757,L655,Közvágóhíd,0,
101503,100757,L656,Közvágóhíd,0,
101504,100757,L657,Közvágóhíd,1,
101505,100757,L658,Közvágóhíd,0,
101506,100757,L659,Közvágóhíd,0,
101507,100757,L668,Dunaharaszti külső,0,
101508,100757,L669,Dunaharaszti külső,0,
101509,100758,L681,Közvágóhíd,0,
101510,100758,2268,Közvágóhíd,0,
101511,100758,L637,Dunaharaszti külső,0,
101512,100758,L672,Közvágóhíd,1,
101513,100758,L675,Dunaharaszti külső,0,
101514,100759,S203,"Újpest, Árpád út",0,
101515,100759,T008,Jászai Mari tér (Margit híd),0,
101516,100759,U782,"Újpest, Árpád út",1,
101517,100759,U784,Jászai Mari tér (Margit híd),0,
101518,100760,S201,Egyetemváros - A38,0,
101519,100760,U783,Haller utca,1,
101520,100761,H963,Centenáriumi ltp.(Margit utca),0,
101521,100761,X133,Budapesti út,1,
101522,100762,D366,Budapesti út,0,
101523,100762,O804,Sasvár utca,0,
101524,100762,X132,Örs vezér tere M+H,1,
101525,100763,M762,BILK bekötőút,1,
101526,100763,P927,"Soroksár, BILK",0,
101527,100764,M763,Határ út M,1,
101528,100764,P923,"Soroksár, központi raktárak",0,
101529,100765,R828,"Solymár, PEMÜ",1,
101530,100766,R829,Hűvösvölgy,1,
101531,100767,1229,Ráckeve 2. vágány,1,
101532,100767,L650,Ráckeve 2. vágány,0,
101533,100767,L651,Ráckeve 2. vágány,0,
101534,100767,L652,Ráckeve 2. vágány,0,
101535,100767,L653,Ráckeve 2. vágány,0,
101536,100767,L654,Ráckeve 2. vágány,0,
101537,100767,L661,Ráckeve 2. vágány,0,
101538,100767,N941,Ráckeve 2. vágány,0,
101539,100768,1230,Közvágóhíd,1,
101540,100768,L655,Közvágóhíd,0,
101541,100768,L656,Közvágóhíd,0,
101542,100768,L657,Közvágóhíd,0,
101543,100768,L658,Közvágóhíd,0,
101544,100768,L659,Közvágóhíd,0,
101545,100768,L668,Dunaharaszti külső,0,
101546,100768,L669,Dunaharaszti külső,0,
101547,100769,2267,Tököl,0,
101548,100769,L635,Tököl,0,
101549,100769,L670,Tököl,1,
101550,100769,L671,Tököl,0,
101551,100769,L674,Tököl,0,
101552,100770,2268,Közvágóhíd,1,
101553,100770,L672,Közvágóhíd,0,
101554,100770,L673,Közvágóhíd,0,
101555,100770,L675,Dunaharaszti külső,0,
101556,100771,H963,Centenáriumi ltp.(Margit utca),0,
101557,100771,X133,Budapesti út,0,
101558,100771,G140,Budapesti út,1,
101559,100772,S136,Vend utca,0,
101560,100772,X571,Nyugati pályaudvar M,1,
101561,100773,X573,Széll Kálmán tér M,1,
101562,100774,0154,"Kistarcsa, kórház H",1,
101563,100774,0285,Bökényföldi út,0,
101564,100774,O287,Auchan Liget,0,
101565,100775,0155,Rákosszentmihály vasútállomás,1,
101566,100775,6832,Rákosszentmihály vasútállomás,0,
101567,100775,J798,Rákosszentmihály vasútállomás,0,
101568,100776,W967,"Káposztásmegyer, Mogyoródi-patak",1,
101569,100777,W965,Újpest-Városkapu M,1,
101570,100778,X534,Bölöni György utca / Széher út,1,
101571,100778,X538,Bölöni György utca / Széher út,0,
101572,100779,X535,Széll Kálmán tér M,1,
101573,100780,X574,"Zugliget, Libegő",1,
101574,100781,S534,Budagyöngye,0,
101575,100781,X575,Nyugati pályaudvar M,1,
101576,100782,R859,"Újpest, Árpád út",1,
101577,100782,R861,Jászai Mari tér (Margit híd),0,
101578,100782,T008,Jászai Mari tér (Margit híd),0,
101579,100782,T686,"Újpest, Árpád út",0,
101580,100783,R858,Haller utca,1,
101581,100783,R860,Haller utca,0,
101582,100784,X132,Örs vezér tere M+H,0,
101583,100784,D366,Budapesti út,0,
101584,100784,G139,Örs vezér tere M+H,1,
101585,100784,O804,Sasvár utca,0,
101586,100785,M760,"Soroksár, BILK",1,
101587,100785,M762,BILK bekötőút,0,
101588,100785,P927,"Soroksár, BILK",0,
101589,100786,R706,Nyugati pályaudvar M,1,
101590,100786,S136,Vend utca,0,
101591,100787,R707,Széll Kálmán tér M,1,
101592,100788,0285,Bökényföldi út,0,
101593,100788,O287,Auchan Liget,1,
101594,100788,0154,"Kistarcsa, kórház H",0,
101595,100789,6832,Rákosszentmihály vasútállomás,1,
101596,100789,J798,Rákosszentmihály vasútállomás,0,
101597,100789,0155,Rákosszentmihály vasútállomás,0,
101598,100790,S089,"Káposztásmegyer, Mogyoródi-patak",1,
101599,100791,S091,Újpest-Városkapu M,1,
101600,100792,K028,Széher út,1,
101601,100792,K108,Széher út,0,
101602,100793,K029,Széll Kálmán tér M,1,
101603,100794,R828,"Solymár, PEMÜ",0,
101604,100794,R842,Templom tér,1,
101605,100794,R844,"Solymár, PEMÜ",0,
101606,100795,V047,"Zugliget, Libegő",1,
101607,100796,S534,Budagyöngye,0,
101608,100796,V048,Nyugati pályaudvar M,1,
101609,100797,L667,Dunaharaszti külső,0,
101610,100797,L678,Közvágóhíd,0,
101611,100797,L679,Közvágóhíd,0,
101612,100797,1230,Közvágóhíd,0,
101613,100797,L655,Közvágóhíd,0,
101614,100797,L656,Közvágóhíd,0,
101615,100797,L657,Közvágóhíd,1,
101616,100797,L658,Közvágóhíd,0,
101617,100797,L659,Közvágóhíd,0,
101618,100797,L668,Dunaharaszti külső,0,
101619,100797,L669,Dunaharaszti külső,0,
101620,100798,L681,Közvágóhíd,0,
101621,100798,2268,Közvágóhíd,0,
101622,100798,L637,Dunaharaszti külső,0,
101623,100798,L672,Közvágóhíd,1,
101624,100798,L675,Dunaharaszti külső,0,
101625,100799,S203,"Újpest, Árpád út",0,
101626,100799,T008,Jászai Mari tér (Margit híd),0,
101627,100799,U782,"Újpest, Árpád út",1,
101628,100799,U784,Jászai Mari tér (Margit híd),0,
101629,100800,S201,Egyetemváros - A38,0,
101630,100800,U783,Haller utca,1,
101631,100801,H963,Centenáriumi ltp.(Margit utca),0,
101632,100801,X133,Budapesti út,1,
101633,100802,D366,Budapesti út,0,
101634,100802,O804,Sasvár utca,0,
101635,100802,X132,Örs vezér tere M+H,1,
101636,100803,M762,BILK bekötőút,1,
101637,100803,P927,"Soroksár, BILK",0,
101638,100804,M763,Határ út M,1,
101639,100804,P923,"Soroksár, központi raktárak",0,
101640,100805,R828,"Solymár, PEMÜ",1,
101641,100806,R829,Hűvösvölgy,1,
101642,100807,1229,Ráckeve 2. vágány,1,
101643,100807,L650,Ráckeve 2. vágány,0,
101644,100807,L651,Ráckeve 2. vágány,0,
101645,100807,L652,Ráckeve 2. vágány,0,
101646,100807,L653,Ráckeve 2. vágány,0,
101647,100807,L654,Ráckeve 2. vágány,0,
101648,100807,L661,Ráckeve 2. vágány,0,
101649,100807,N941,Ráckeve 2. vágány,0,
101650,100808,1230,Közvágóhíd,1,
101651,100808,L655,Közvágóhíd,0,
101652,100808,L656,Közvágóhíd,0,
101653,100808,L657,Közvágóhíd,0,
101654,100808,L658,Közvágóhíd,0,
101655,100808,L659,Közvágóhíd,0,
101656,100808,L668,Dunaharaszti külső,0,
101657,100808,L669,Dunaharaszti külső,0,
101658,100809,2267,Tököl,0,
101659,100809,L635,Tököl,0,
101660,100809,L670,Tököl,1,
101661,100809,L671,Tököl,0,
101662,100809,L674,Tököl,0,
101663,100810,2268,Közvágóhíd,1,
101664,100810,L672,Közvágóhíd,0,
101665,100810,L673,Közvágóhíd,0,
101666,100810,L675,Dunaharaszti külső,0,
101667,100811,H963,Centenáriumi ltp.(Margit utca),0,
101668,100811,X133,Budapesti út,0,
101669,100811,G140,Budapesti út,1,
101670,100812,S136,Vend utca,0,
101671,100812,X571,Nyugati pályaudvar M,1,
101672,100813,X573,Széll Kálmán tér M,1,
101673,100814,0154,"Kistarcsa, kórház H",1,
101674,100814,0285,Bökényföldi út,0,
101675,100814,O287,Auchan Liget,0,
101676,100815,0155,Rákosszentmihály vasútállomás,1,
101677,100815,6832,Rákosszentmihály vasútállomás,0,
101678,100815,J798,Rákosszentmihály vasútállomás,0,
101679,100816,W967,"Káposztásmegyer, Mogyoródi-patak",1,
101680,100817,W965,Újpest-Városkapu M,1,
101681,100818,X534,Bölöni György utca / Széher út,1,
101682,100818,X538,Bölöni György utca / Széher út,0,
101683,100819,X535,Széll Kálmán tér M,1,
101684,100820,X574,"Zugliget, Libegő",1,
101685,100821,S534,Budagyöngye,0,
101686,100821,X575,Nyugati pályaudvar M,1,
101687,100822,R859,"Újpest, Árpád út",1,
101688,100822,R861,Jászai Mari tér (Margit híd),0,
101689,100822,T008,Jászai Mari tér (Margit híd),0,
101690,100822,T686,"Újpest, Árpád út",0,
101691,100823,R858,Haller utca,1,
101692,100823,R860,Haller utca,0,
101693,100824,X132,Örs vezér tere M+H,0,
101694,100824,D366,Budapesti út,0,
101695,100824,G139,Örs vezér tere M+H,1,
101696,100824,O804,Sasvár utca,0,
101697,100825,M760,"Soroksár, BILK",1,
101698,100825,M762,BILK bekötőút,0,
101699,100825,P927,"Soroksár, BILK",0,
101700,100826,R706,Nyugati pályaudvar M,1,
101701,100826,S136,Vend utca,0,
101702,100827,R707,Széll Kálmán tér M,1,
101703,100828,0285,Bökényföldi út,0,
101704,100828,O287,Auchan Liget,1,
101705,100828,0154,"Kistarcsa, kórház H",0,
