shape_variant_id,version_id,shape_id,trip_headsign,is_main,note
102366,101066,R706,Nyugati pályaudvar M,1,
102367,101066,S136,Vend utca,0,
102368,101067,R707,Széll Kálmán tér M,1,
102369,101068,0285,Bökényföldi út,0,
102370,101068,O287,Auchan Liget,1,
102371,101068,0154,"Kistarcsa, kórház H",0,
102372,101069,6832,Rákosszentmihály vasútállomás,1,
102373,101069,J798,Rákosszentmihály vasútállomás,0,
102374,101069,0155,Rákosszentmihály vasútállomás,0,
102375,101070,S089,"Káposztásmegyer, Mogyoródi-patak",1,
102376,101071,S091,Újpest-Városkapu M,1,
102377,101072,K028,Széher út,1,
102378,101072,K108,Széher út,0,
102379,101073,K029,Széll Kálmán tér M,1,
102380,101074,R828,"Solymár, PEMÜ",0,
102381,101074,R842,Templom tér,1,
102382,101074,R844,"Solymár, PEMÜ",0,
102383,101075,V047,"Zugliget, Libegő",1,
102384,101076,S534,Budagyöngye,0,
102385,101076,V048,Nyugati pályaudvar M,1,
102386,101077,L667,Dunaharaszti külső,0,
102387,101077,L678,Közvágóhíd,0,
102388,101077,L679,Közvágóhíd,0,
102389,101077,1230,Közvágóhíd,0,
102390,101077,L655,Közvágóhíd,0,
102391,101077,L656,Közvágóhíd,0,
102392,101077,L657,Közvágóhíd,1,
102393,101077,L658,Közvágóhíd,0,
102394,101077,L659,Közvágóhíd,0,
102395,101077,L668,Dunaharaszti külső,0,
102396,101077,L669,Dunaharaszti külső,0,
102397,101078,L681,Közvágóhíd,0,
102398,101078,2268,Közvágóhíd,0,
102399,101078,L637,Dunaharaszti külső,0,
102400,101078,L672,Közvágóhíd,1,
102401,101078,L675,Dunaharaszti külső,0,
102402,101079,S203,"Újpest, Árpád út",0,
102403,101079,T008,Jászai Mari tér (Margit híd),0,
102404,101079,U782,"Újpest, Árpád út",1,
102405,101079,U784,Jászai Mari tér (Margit híd),0,
102406,101080,S201,Egyetemváros - A38,0,
102407,101080,U783,Haller utca,1,
102408,101081,X133,Budapesti út,0,
102409,101081,G140,Budapesti út,1,
102410,101081,H963,Centenáriumi ltp.(Margit utca),0,
102411,101082,X132,Örs vezér tere M+H,1,
102412,101082,D366,Budapesti út,0,
102413,101082,G139,Örs vezér tere M+H,0,
102414,101082,O804,Sasvár utca,0,
102415,101083,M762,BILK bekötőút,1,
102416,101083,P927,"Soroksár, BILK",0,
102417,101084,M763,Határ út M,1,
102418,101084,P923,"Soroksár, központi raktárak",0,
102419,101085,R829,Hűvösvölgy,1,
102420,101085,R843,Hűvösvölgy,0,
102421,101085,R845,"Solymár, Templom tér",0,
102422,101086,1229,Ráckeve 2. vágány,1,
102423,101086,L650,Ráckeve 2. vágány,0,
102424,101086,L651,Ráckeve 2. vágány,0,
102425,101086,L652,Ráckeve 2. vágány,0,
102426,101086,L653,Ráckeve 2. vágány,0,
102427,101086,L654,Ráckeve 2. vágány,0,
102428,101086,L661,Ráckeve 2. vágány,0,
102429,101086,L676,Ráckeve 2. vágány,0,
102430,101086,L677,Ráckeve 2. vágány,0,
102431,101086,N941,Ráckeve 2. vágány,0,
102432,101087,2267,Tököl,0,
102433,101087,L635,Tököl,0,
102434,101087,L670,Tököl,1,
102435,101087,L671,Tököl,0,
102436,101087,L674,Tököl,0,
102437,101087,L680,Tököl,0,
102438,101088,2268,Közvágóhíd,1,
102439,101088,L637,Dunaharaszti külső,0,
102440,101088,L672,Közvágóhíd,0,
102441,101088,L675,Dunaharaszti külső,0,
102442,101088,L681,Közvágóhíd,0,
102443,101088,L673,Közvágóhíd,0,
102444,101070,W967,"Káposztásmegyer, Mogyoródi-patak",0,
102445,101071,W965,Újpest-Városkapu M,0,
102446,101089,S136,Vend utca,0,
102447,101089,X571,Nyugati pályaudvar M,1,
102448,101090,X573,Széll Kálmán tér M,1,
102449,101091,0154,"Kistarcsa, kórház H",1,
102450,101091,0285,Bökényföldi út,0,
102451,101091,O287,Auchan Liget,0,
102452,101092,0155,Rákosszentmihály vasútállomás,1,
102453,101092,6832,Rákosszentmihály vasútállomás,0,
102454,101092,J798,Rákosszentmihály vasútállomás,0,
102455,101093,X534,Bölöni György utca / Széher út,1,
102456,101093,X538,Bölöni György utca / Széher út,0,
102457,101094,X535,Széll Kálmán tér M,1,
102458,101095,R828,"Solymár, PEMÜ",0,
102459,101095,R842,Templom tér,1,
102460,101095,R844,"Solymár, PEMÜ",0,
102461,101096,X574,"Zugliget, Libegő",1,
102462,101097,S534,Budagyöngye,0,
102463,101097,X575,Nyugati pályaudvar M,1,
102464,101098,1230,Közvágóhíd,0,
102465,101098,L656,Közvágóhíd,0,
102466,101098,L658,Közvágóhíd,0,
102467,101098,L659,Közvágóhíd,0,
102468,101098,L668,Dunaharaszti külső,0,
102469,101098,L655,Közvágóhíd,0,
102470,101098,L657,Közvágóhíd,1,
102471,101098,L667,Dunaharaszti külső,0,
102472,101098,L669,Dunaharaszti külső,0,
102473,101098,L678,Közvágóhíd,0,
102474,101098,L679,Közvágóhíd,0,
102475,101099,R859,"Újpest, Árpád út",1,
102476,101099,R861,Jászai Mari tér (Margit híd),0,
102477,101099,T008,Jászai Mari tér (Margit híd),0,
102478,101099,T686,"Újpest, Árpád út",0,
102479,101100,R858,Haller utca,1,
102480,101100,R860,Haller utca,0,
102481,101101,X132,Örs vezér tere M+H,0,
102482,101101,D366,Budapesti út,0,
102483,101101,G139,Örs vezér tere M+H,1,
102484,101101,O804,Sasvár utca,0,
102485,101102,M760,"Soroksár, BILK",1,
102486,101102,M762,BILK bekötőút,0,
102487,101102,P927,"Soroksár, BILK",0,
102488,101103,R706,Nyugati pályaudvar M,1,
102489,101103,S136,Vend utca,0,
102490,101104,R707,Széll Kálmán tér M,1,
102491,101105,0285,Bökényföldi út,0,
102492,101105,O287,Auchan Liget,1,
102493,101105,0154,"Kistarcsa, kórház H",0,
102494,101106,6832,Rákosszentmihály vasútállomás,1,
102495,101106,J798,Rákosszentmihály vasútállomás,0,
102496,101106,0155,Rákosszentmihály vasútállomás,0,
102497,101107,K028,Széher út,1,
102498,101107,K108,Széher út,0,
102499,101108,K029,Széll Kálmán tér M,1,
102500,101109,R829,Hűvösvölgy,1,
102501,101109,R843,Hűvösvölgy,0,
102502,101109,R845,"Solymár, Templom tér",0,
102503,101110,V047,"Zugliget, Libegő",1,
102504,101111,S534,Budagyöngye,0,
102505,101111,V048,Nyugati pályaudvar M,1,
102506,101112,L676,Ráckeve 2. vágány,0,
102507,101112,L677,Ráckeve 2. vágány,0,
102508,101112,1229,Ráckeve 2. vágány,1,
102509,101112,L650,Ráckeve 2. vágány,0,
102510,101112,L651,Ráckeve 2. vágány,0,
102511,101112,L652,Ráckeve 2. vágány,0,
102512,101112,L653,Ráckeve 2. vágány,0,
102513,101112,L654,Ráckeve 2. vágány,0,
102514,101112,L661,Ráckeve 2. vágány,0,
102515,101113,L681,Közvágóhíd,0,
102516,101113,2268,Közvágóhíd,0,
102517,101113,L637,Dunaharaszti külső,0,
102518,101113,L672,Közvágóhíd,1,
102519,101113,L675,Dunaharaszti külső,0,
102520,101114,S203,"Újpest, Árpád út",0,
102521,101114,T008,Jászai Mari tér (Margit híd),0,
102522,101114,U782,"Újpest, Árpád út",1,
102523,101114,U784,Jászai Mari tér (Margit híd),0,
102524,101115,S201,Egyetemváros - A38,0,
102525,101115,U783,Haller utca,1,
102526,101116,X133,Budapesti út,0,
102527,101116,G140,Budapesti út,1,
102528,101116,H963,Centenáriumi ltp.(Margit utca),0,
102529,101117,X132,Örs vezér tere M+H,1,
102530,101117,D366,Budapesti út,0,
102531,101117,G139,Örs vezér tere M+H,0,
102532,101117,O804,Sasvár utca,0,
102533,101118,M762,BILK bekötőút,1,
102534,101118,P927,"Soroksár, BILK",0,
102535,101119,M763,Határ út M,1,
102536,101119,P923,"Soroksár, központi raktárak",0,
102537,101120,R828,"Solymár, PEMÜ",0,
102538,101120,R842,Templom tér,1,
102539,101120,R844,"Solymár, PEMÜ",0,
102540,101121,1230,Közvágóhíd,0,
102541,101121,L655,Közvágóhíd,0,
102542,101121,L656,Közvágóhíd,0,
102543,101121,L657,Közvágóhíd,1,
102544,101121,L658,Közvágóhíd,0,
102545,101121,L659,Közvágóhíd,0,
102546,101121,L668,Dunaharaszti külső,0,
102547,101121,L669,Dunaharaszti külső,0,
102548,101121,L667,Dunaharaszti külső,0,
102549,101121,L678,Közvágóhíd,0,
102550,101121,L679,Közvágóhíd,0,
102551,101122,2267,Tököl,0,
102552,101122,L635,Tököl,0,
102553,101122,L670,Tököl,1,
102554,101122,L671,Tököl,0,
102555,101122,L674,Tököl,0,
102556,101122,L680,Tököl,0,
102557,101123,2268,Közvágóhíd,1,
102558,101123,L637,Dunaharaszti külső,0,
102559,101123,L672,Közvágóhíd,0,
102560,101123,L675,Dunaharaszti külső,0,
102561,101123,L681,Közvágóhíd,0,
102562,101123,L673,Közvágóhíd,0,
102563,101124,S136,Vend utca,0,
102564,101124,X571,Nyugati pályaudvar M,1,
102565,101125,X573,Széll Kálmán tér M,1,
102566,101126,0154,"Kistarcsa, kórház H",1,
102567,101126,0285,Bökényföldi út,0,
102568,101126,O287,Auchan Liget,0,
102569,101127,0155,Rákosszentmihály vasútállomás,1,
102570,101127,6832,Rákosszentmihály vasútállomás,0,
102571,101127,J798,Rákosszentmihály vasútállomás,0,
102572,101128,X534,Bölöni György utca / Széher út,1,
102573,101128,X538,Bölöni György utca / Széher út,0,
102574,101129,X535,Széll Kálmán tér M,1,
102575,101130,R829,Hűvösvölgy,1,
102576,101130,R843,Hűvösvölgy,0,
102577,101130,R845,"Solymár, Templom tér",0,
102578,101131,X574,"Zugliget, Libegő",1,
102579,101132,S534,Budagyöngye,0,
102580,101132,X575,Nyugati pályaudvar M,1,
102581,101133,1229,Ráckeve 2. vágány,1,
102582,101133,L651,Ráckeve 2. vágány,0,
102583,101133,L653,Ráckeve 2. vágány,0,
102584,101133,L654,Ráckeve 2. vágány,0,
102585,101133,L661,Ráckeve 2. vágány,0,
102586,101133,L650,Ráckeve 2. vágány,0,
102587,101133,L652,Ráckeve 2. vágány,0,
102588,101133,L676,Ráckeve 2. vágány,0,
102589,101133,L677,Ráckeve 2. vágány,0,
102590,101133,N941,Ráckeve 2. vágány,0,
102591,101134,R859,"Újpest, Árpád út",1,
102592,101134,R861,Jászai Mari tér (Margit híd),0,
102593,101134,T008,Jászai Mari tér (Margit híd),0,
102594,101134,T686,"Újpest, Árpád út",0,
102595,101135,R858,Haller utca,1,
102596,101135,R860,Haller utca,0,
102597,101136,X132,Örs vezér tere M+H,0,
102598,101136,D366,Budapesti út,0,
102599,101136,G139,Örs vezér tere M+H,1,
102600,101136,O804,Sasvár utca,0,
102601,101137,M760,"Soroksár, BILK",1,
102602,101137,M762,BILK bekötőút,0,
102603,101137,P927,"Soroksár, BILK",0,
102604,101138,R706,Nyugati pályaudvar M,1,
102605,101138,S136,Vend utca,0,
102606,101139,R707,Széll Kálmán tér M,1,
102607,101140,0285,Bökényföldi út,0,
102608,101140,O287,Auchan Liget,1,
102609,101140,0154,"Kistarcsa, kórház H",0,
102610,101141,6832,Rákosszentmihály vasútállomás,1,
102611,101141,J798,Rákosszentmihály vasútállomás,0,
102612,101141,0155,Rákosszentmihály vasútállomás,0,
102613,101142,K028,Széher út,1,
102614,101142,K108,Széher út,0,
102615,101143,K029,Széll Kálmán tér M,1,
102616,101144,R828,"Solymár, PEMÜ",0,
102617,101144,R842,Templom tér,1,
102618,101144,R844,"Solymár, PEMÜ",0,
102619,101145,V047,"Zugliget, Libegő",1,
102620,101146,S534,Budagyöngye,0,
102621,101146,V048,Nyugati pályaudvar M,1,
102622,101147,L667,Dunaharaszti külső,0,
102623,101147,L678,Közvágóhíd,0,
102624,101147,L679,Közvágóhíd,0,
102625,101147,1230,Közvágóhíd,0,
102626,101147,L655,Közvágóhíd,0,
102627,101147,L656,Közvágóhíd,0,
102628,101147,L657,Közvágóhíd,1,
102629,101147,L658,Közvágóhíd,0,
102630,101147,L659,Közvágóhíd,0,
102631,101147,L668,Dunaharaszti külső,0,
102632,101147,L669,Dunaharaszti külső,0,
102633,101148,L681,Közvágóhíd,0,
102634,101148,2268,Közvágóhíd,0,
102635,101148,L637,Dunaharaszti külső,0,
102636,101148,L672,Közvágóhíd,1,
102637,101148,L675,Dunaharaszti külső,0,
102638,101149,S203,"Újpest, Árpád út",0,
102639,101149,T008,Jászai Mari tér (Margit híd),0,
102640,101149,U782,"Újpest, Árpád út",1,
102641,101149,U784,Jászai Mari tér (Margit híd),0,
102642,101150,S201,Egyetemváros - A38,0,
102643,101150,U783,Haller utca,1,
102644,101151,X133,Budapesti út,0,
102645,101151,G140,Budapesti út,1,
102646,101151,H963,Centenáriumi ltp.(Margit utca),0,
102647,101152,X132,Örs vezér tere M+H,1,
102648,101152,D366,Budapesti út,0,
102649,101152,G139,Örs vezér tere M+H,0,
102650,101152,O804,Sasvár utca,0,
102651,101153,M762,BILK bekötőút,1,
102652,101153,P927,"Soroksár, BILK",0,
102653,101154,M763,Határ út M,1,
102654,101154,P923,"Soroksár, központi raktárak",0,
102655,101155,R829,Hűvösvölgy,1,
102656,101155,R843,Hűvösvölgy,0,
102657,101155,R845,"Solymár, Templom tér",0,
102658,101156,1229,Ráckeve 2. vágány,1,
102659,101156,L650,Ráckeve 2. vágány,0,
102660,101156,L651,Ráckeve 2. vágány,0,
102661,101156,L652,Ráckeve 2. vágány,0,
102662,101156,L653,Ráckeve 2. vágány,0,
102663,101156,L654,Ráckeve 2. vágány,0,
102664,101156,L661,Ráckeve 2. vágány,0,
102665,101156,L676,Ráckeve 2. vágány,0,
102666,101156,L677,Ráckeve 2. vágány,0,
102667,101156,N941,Ráckeve 2. vágány,0,
102668,101157,2267,Tököl,0,
102669,101157,L635,Tököl,0,
102670,101157,L670,Tököl,1,
102671,101157,L671,Tököl,0,
102672,101157,L674,Tököl,0,
102673,101157,L680,Tököl,0,
102674,101158,2268,Közvágóhíd,1,
102675,101158,L637,Dunaharaszti külső,0,
102676,101158,L672,Közvágóhíd,0,
102677,101158,L675,Dunaharaszti külső,0,
102678,101158,L681,Közvágóhíd,0,
102679,101158,L673,Közvágóhíd,0,
102680,101159,S136,Vend utca,0,
102681,101159,X571,Nyugati pályaudvar M,1,
102682,101160,X573,Széll Kálmán tér M,1,
102683,101161,0154,"Kistarcsa, kórház H",1,
102684,101161,0285,Bökényföldi út,0,
102685,101161,O287,Auchan Liget,0,
102686,101162,0155,Rákosszentmihály vasútállomás,1,
102687,101162,6832,Rákosszentmihály vasútállomás,0,
102688,101162,J798,Rákosszentmihály vasútállomás,0,
102689,101163,X534,Bölöni György utca / Széher út,1,
102690,101163,X538,Bölöni György utca / Széher út,0,
102691,101164,X535,Széll Kálmán tér M,1,
102692,101165,R828,"Solymár, PEMÜ",0,
102693,101165,R842,Templom tér,1,
102694,101165,R844,"Solymár, PEMÜ",0,
102695,101166,X574,"Zugliget, Libegő",1,
102696,101167,S534,Budagyöngye,0,
102697,101167,X575,Nyugati pályaudvar M,1,
102698,101168,1230,Közvágóhíd,0,
102699,101168,L656,Közvágóhíd,0,
102700,101168,L658,Közvágóhíd,0,
102701,101168,L659,Közvágóhíd,0,
102702,101168,L668,Dunaharaszti külső,0,
102703,101168,L655,Közvágóhíd,0,
102704,101168,L657,Közvágóhíd,1,
102705,101168,L667,Dunaharaszti külső,0,
102706,101168,L669,Dunaharaszti külső,0,
102707,101168,L678,Közvágóhíd,0,
102708,101168,L679,Közvágóhíd,0,
102709,101169,R859,"Újpest, Árpád út",1,
102710,101169,R861,Jászai Mari tér (Margit híd),0,
102711,101169,T008,Jászai Mari tér (Margit híd),0,
102712,101169,T686,"Újpest, Árpád út",0,
102713,101170,R858,Haller utca,1,
102714,101170,R860,Haller utca,0,
102715,101171,X132,Örs vezér tere M+H,0,
102716,101171,D366,Budapesti út,0,
102717,101171,G139,Örs vezér tere M+H,1,
102718,101171,O804,Sasvár utca,0,
102719,101172,M760,"Soroksár, BILK",1,
102720,101172,M762,BILK bekötőút,0,
102721,101172,P927,"Soroksár, BILK",0,
102722,101173,R706,Nyugati pályaudvar M,1,
102723,101173,S136,Vend utca,0,
102724,101174,R707,Széll Kálmán tér M,1,
102725,101175,0285,Bökényföldi út,0,
102726,101175,O287,Auchan Liget,1,
102727,101175,0154,"Kistarcsa, kórház H",0,
102728,101176,6832,Rákosszentmihály vasútállomás,1,
102729,101176,J798,Rákosszentmihály vasútállomás,0,
102730,101176,0155,Rákosszentmihály vasútállomás,0,
102731,101177,K028,Széher út,1,
102732,101177,K108,Széher út,0,
102733,101178,K029,Széll Kálmán tér M,1,
102734,101179,R829,Hűvösvölgy,1,
102735,101179,R843,Hűvösvölgy,0,
102736,101179,R845,"Solymár, Templom tér",0,
102737,101180,V047,"Zugliget, Libegő",1,
102738,101181,S534,Budagyöngye,0,
102739,101181,V048,Nyugati pályaudvar M,1,
102740,101182,L676,Ráckeve 2. vágány,0,
102741,101182,L677,Ráckeve 2. vágány,0,
102742,101182,1229,Ráckeve 2. vágány,1,
102743,101182,L650,Ráckeve 2. vágány,0,
102744,101182,L651,Ráckeve 2. vágány,0,
102745,101182,L652,Ráckeve 2. vágány,0,
102746,101182,L653,Ráckeve 2. vágány,0,
102747,101182,L654,Ráckeve 2. vágány,0,
102748,101182,L661,Ráckeve 2. vágány,0,
102749,101183,L681,Közvágóhíd,0,
102750,101183,2268,Közvágóhíd,0,
102751,101183,L637,Dunaharaszti külső,0,
102752,101183,L672,Közvágóhíd,1,
102753,101183,L675,Dunaharaszti külső,0,
102754,101184,S203,"Újpest, Árpád út",0,
102755,101184,T008,Jászai Mari tér (Margit híd),0,
102756,101184,U782,"Újpest, Árpád út",1,
102757,101184,U784,Jászai Mari tér (Margit híd),0,
102758,101185,S201,Egyetemváros - A38,0,
102759,101185,U783,Haller utca,1,
102760,101186,X133,Budapesti út,0,
102761,101186,G140,Budapesti út,1,
102762,101186,H963,Centenáriumi ltp.(Margit utca),0,
102763,101187,X132,Örs vezér tere M+H,1,
102764,101187,D366,Budapesti út,0,
102765,101187,G139,Örs vezér tere M+H,0,
102766,101187,O804,Sasvár utca,0,
102767,101188,M762,BILK bekötőút,1,
102768,101188,P927,"Soroksár, BILK",0,
102769,101189,M763,Határ út M,1,
102770,101189,P923,"Soroksár, központi raktárak",0,
102771,101190,R828,"Solymár, PEMÜ",0,
102772,101190,R842,Templom tér,1,
102773,101190,R844,"Solymár, PEMÜ",0,
102774,101191,1230,Közvágóhíd,0,
102775,101191,L655,Közvágóhíd,0,
102776,101191,L656,Közvágóhíd,0,
102777,101191,L657,Közvágóhíd,1,
102778,101191,L658,Közvágóhíd,0,
102779,101191,L659,Közvágóhíd,0,
102780,101191,L668,Dunaharaszti külső,0,
102781,101191,L669,Dunaharaszti külső,0,
102782,101191,L667,Dunaharaszti külső,0,
102783,101191,L678,Közvágóhíd,0,
102784,101191,L679,Közvágóhíd,0,
102785,101192,2267,Tököl,0,
102786,101192,L635,Tököl,0,
102787,101192,L670,Tököl,1,
102788,101192,L671,Tököl,0,
102789,101192,L674,Tököl,0,
102790,101192,L680,Tököl,0,
102791,101193,2268,Közvágóhíd,1,
102792,101193,L637,Dunaharaszti külső,0,
102793,101193,L672,Közvágóhíd,0,
102794,101193,L675,Dunaharaszti külső,0,
102795,101193,L681,Közvágóhíd,0,
102796,101193,L673,Közvágóhíd,0,
102797,101194,S136,Vend utca,0,
102798,101194,X571,Nyugati pályaudvar M,1,
102799,101195,X573,Széll Kálmán tér M,1,
102800,101196,0154,"Kistarcsa, kórház H",1,
102801,101196,0285,Bökényföldi út,0,
102802,101196,O287,Auchan Liget,0,
102803,101197,0155,Rákosszentmihály vasútállomás,1,
102804,101197,6832,Rákosszentmihály vasútállomás,0,
102805,101197,J798,Rákosszentmihály vasútállomás,0,
102806,101198,X534,Bölöni György utca / Széher út,1,
102807,101198,X538,Bölöni György utca / Széher út,0,
102808,101199,X535,Széll Kálmán tér M,1,
102809,101200,R829,Hűvösvölgy,1,
102810,101200,R843,Hűvösvölgy,0,
102811,101200,R845,"Solymár, Templom tér",0,
102812,101201,X574,"Zugliget, Libegő",1,
102813,101202,S534,Budagyöngye,0,
102814,101202,X575,Nyugati pályaudvar M,1,
102815,101203,1229,Ráckeve 2. vágány,1,
102816,101203,L651,Ráckeve 2. vágány,0,
102817,101203,L653,Ráckeve 2. vágány,0,
102818,101203,L654,Ráckeve 2. vágány,0,
102819,101203,L661,Ráckeve 2. vágány,0,
102820,101203,L650,Ráckeve 2. vágány,0,
102821,101203,L652,Ráckeve 2. vágány,0,
102822,101203,L676,Ráckeve 2. vágány,0,
102823,101203,L677,Ráckeve 2. vágány,0,
102824,101203,N941,Ráckeve 2. vágány,0,
102825,101204,R859,"Újpest, Árpád út",1,
102826,101204,R861,Jászai Mari tér (Margit híd),0,
102827,101204,T008,Jászai Mari tér (Margit híd),0,
102828,101204,T686,"Újpest, Árpád út",0,
102829,101205,R858,Haller utca,1,
102830,101205,R860,Haller utca,0,
102831,101206,X132,Örs vezér tere M+H,0,
102832,101206,D366,Budapesti út,0,
102833,101206,G139,Örs vezér tere M+H,1,
102834,101206,O804,Sasvár utca,0,
102835,101207,M760,"Soroksár, BILK",1,
102836,101207,M762,BILK bekötőút,0,
102837,101207,P927,"Soroksár, BILK",0,
102838,101208,R706,Nyugati pályaudvar M,1,
102839,101208,S136,Vend utca,0,
102840,101209,R707,Széll Kálmán tér M,1,
102841,101210,0285,Bökényföldi út,0,
102842,101210,O287,Auchan Liget,1,
102843,101210,0154,"Kistarcsa, kórház H",0,
102844,101211,6832,Rákosszentmihály vasútállomás,1,
102845,101211,J798,Rákosszentmihály vasútállomás,0,
102846,101211,0155,Rákosszentmihály vasútállomás,0,
102847,101212,K028,Széher út,1,
102848,101212,K108,Széher út,0,
102849,101213,K029,Széll Kálmán tér M,1,
102850,101214,R828,"Solymár, PEMÜ",0,
102851,101214,R842,Templom tér,1,
102852,101214,R844,"Solymár, PEMÜ",0,
102853,101215,V047,"Zugliget, Libegő",1,
102854,101216,S534,Budagyöngye,0,
102855,101216,V048,Nyugati pályaudvar M,1,
102856,101217,L667,Dunaharaszti külső,0,
102857,101217,L678,Közvágóhíd,0,
102858,101217,L679,Közvágóhíd,0,
102859,101217,1230,Közvágóhíd,0,
102860,101217,L655,Közvágóhíd,0,
102861,101217,L656,Közvágóhíd,0,
102862,101217,L657,Közvágóhíd,1,
102863,101217,L658,Közvágóhíd,0,
102864,101217,L659,Közvágóhíd,0,
102865,101217,L668,Dunaharaszti külső,0,
102866,101217,L669,Dunaharaszti külső,0,
102867,101218,L681,Közvágóhíd,0,
102868,101218,2268,Közvágóhíd,0,
102869,101218,L637,Dunaharaszti külső,0,
102870,101218,L672,Közvágóhíd,1,
102871,101218,L675,Dunaharaszti külső,0,
102872,101219,S203,"Újpest, Árpád út",0,
102873,101219,T008,Jászai Mari tér (Margit híd),0,
102874,101219,U782,"Újpest, Árpád út",1,
102875,101219,U784,Jászai Mari tér (Margit híd),0,
102876,101220,S201,Egyetemváros - A38,0,
102877,101220,U783,Haller utca,1,
102878,101221,X133,Budapesti út,0,
102879,101221,G140,Budapesti út,1,
102880,101221,H963,Centenáriumi ltp.(Margit utca),0,
102881,101222,X132,Örs vezér tere M+H,1,
102882,101222,D366,Budapesti út,0,
102883,101222,G139,Örs vezér tere M+H,0,
102884,101222,O804,Sasvár utca,0,
102885,101223,M762,BILK bekötőút,1,
102886,101223,P927,"Soroksár, BILK",0,
102887,101224,M763,Határ út M,1,
102888,101224,P923,"Soroksár, központi raktárak",0,
102889,101225,R829,Hűvösvölgy,1,
102890,101225,R843,Hűvösvölgy,0,
102891,101225,R845,"Solymár, Templom tér",0,
102892,101226,1229,Ráckeve 2. vágány,1,
102893,101226,L650,Ráckeve 2. vágány,0,
102894,101226,L651,Ráckeve 2. vágány,0,
102895,101226,L652,Ráckeve 2. vágány,0,
102896,101226,L653,Ráckeve 2. vágány,0,
102897,101226,L654,Ráckeve 2. vágány,0,
102898,101226,L661,Ráckeve 2. vágány,0,
102899,101226,L676,Ráckeve 2. vágány,0,
102900,101226,L677,Ráckeve 2. vágány,0,
102901,101226,N941,Ráckeve 2. vágány,0,
102902,101227,2267,Tököl,0,
102903,101227,L635,Tököl,0,
102904,101227,L670,Tököl,1,
102905,101227,L671,Tököl,0,
102906,101227,L674,Tököl,0,
102907,101227,L680,Tököl,0,
102908,101228,2268,Közvágóhíd,1,
102909,101228,L637,Dunaharaszti külső,0,
102910,101228,L672,Közvágóhíd,0,
102911,101228,L675,Dunaharaszti külső,0,
102912,101228,L681,Közvágóhíd,0,
102913,101228,L673,Közvágóhíd,0,
102914,101229,S136,Vend utca,0,
102915,101229,X571,Nyugati pályaudvar M,1,
102916,101230,X573,Széll Kálmán tér M,1,
102917,101231,0154,"Kistarcsa, kórház H",1,
102918,101231,0285,Bökényföldi út,0,
102919,101231,O287,Auchan Liget,0,
102920,101232,0155,Rákosszentmihály vasútállomás,1,
102921,101232,6832,Rákosszentmihály vasútállomás,0,
102922,101232,J798,Rákosszentmihály vasútállomás,0,
102923,101233,X534,Bölöni György utca / Széher út,1,
102924,101233,X538,Bölöni György utca / Széher út,0,
102925,101234,X535,Széll Kálmán tér M,1,
102926,101235,R828,"Solymár, PEMÜ",0,
102927,101235,R842,Templom tér,1,
102928,101235,R844,"Solymár, PEMÜ",0,
102929,101236,X574,"Zugliget, Libegő",1,
102930,101237,S534,Budagyöngye,0,
102931,101237,X575,Nyugati pályaudvar M,1,
102932,101238,1230,Közvágóhíd,0,
102933,101238,L656,Közvágóhíd,0,
102934,101238,L658,Közvágóhíd,0,
102935,101238,L659,Közvágóhíd,0,
102936,101238,L668,Dunaharaszti külső,0,
102937,101238,L655,Közvágóhíd,0,
102938,101238,L657,Közvágóhíd,1,
102939,101238,L667,Dunaharaszti külső,0,
102940,101238,L669,Dunaharaszti külső,0,
102941,101238,L678,Közvágóhíd,0,
102942,101238,L679,Közvágóhíd,0,
102943,101239,R859,"Újpest, Árpád út",1,
102944,101239,R861,Jászai Mari tér (Margit híd),0,
102945,101239,T008,Jászai Mari tér (Margit híd),0,
102946,101239,T686,"Újpest, Árpád út",0,
102947,101240,R858,Haller utca,1,
102948,101240,R860,Haller utca,0,
102949,101241,X132,Örs vezér tere M+H,0,
102950,101241,D366,Budapesti út,0,
102951,101241,G139,Örs vezér tere M+H,1,
102952,101241,O804,Sasvár utca,0,
102953,101242,M760,"Soroksár, BILK",1,
102954,101242,M762,BILK bekötőút,0,
102955,101242,P927,"Soroksár, BILK",0,
102956,101243,R706,Nyugati pályaudvar M,1,
102957,101243,S136,Vend utca,0,
102958,101244,R707,Széll Kálmán tér M,1,
102959,101245,0285,Bökényföldi út,0,
102960,101245,O287,Auchan Liget,1,
102961,101245,0154,"Kistarcsa, kórház H",0,
102962,101246,6832,Rákosszentmihály vasútállomás,1,
102963,101246,J798,Rákosszentmihály vasútállomás,0,
102964,101246,0155,Rákosszentmihály vasútállomás,0,
102965,101247,K028,Széher út,1,
102966,101247,K108,Széher út,0,
102967,101248,K029,Széll Kálmán tér M,1,
102968,101249,R829,Hűvösvölgy,1,
102969,101249,R843,Hűvösvölgy,0,
102970,101249,R845,"Solymár, Templom tér",0,
102971,101250,V047,"Zugliget, Libegő",1,
102972,101251,S534,Budagyöngye,0,
102973,101251,V048,Nyugati pályaudvar M,1,
102974,101252,L676,Ráckeve 2. vágány,0,
102975,101252,L677,Ráckeve 2. vágány,0,
102976,101252,1229,Ráckeve 2. vágány,1,
102977,101252,L650,Ráckeve 2. vágány,0,
102978,101252,L651,Ráckeve 2. vágány,0,
102979,101252,L652,Ráckeve 2. vágány,0,
