date,shape_variant_id,exception_type
2013-10-12,101953,
2013-10-12,102047,
2013-10-12,102053,
2013-10-12,102054,
2013-10-12,102055,
2013-10-12,102064,
2013-10-12,102158,
2013-10-12,102164,
2013-10-12,102165,
2013-10-12,102166,
2013-10-12,102175,
2013-10-12,102269,
2013-10-12,102275,
2013-10-12,102276,
2013-10-12,102277,
2013-10-12,102286,
2013-10-12,102380,
2013-10-12,102386,
2013-10-12,102387,
2013-10-12,102388,
2013-10-12,102397,
2013-10-13,100000,
2013-10-13,100002,
2013-10-13,100006,
2013-10-13,100007,
2013-10-13,100008,
2013-10-13,100009,
2013-10-13,100024,
2013-10-13,100147,
2013-10-13,100148,
2013-10-13,100149,
2013-10-13,100150,
2013-10-13,100151,
2013-10-13,100152,
2013-10-13,100153,
2013-10-13,100154,
2013-10-13,100155,
2013-10-13,100156,
2013-10-13,100157,
2013-10-13,100158,
2013-10-13,100159,
2013-10-13,100160,
2013-10-13,100161,
2013-10-13,100162,
2013-10-13,100163,
2013-10-13,100164,
2013-10-13,100178,
2013-10-13,100180,
2013-10-13,100181,
2013-10-13,100323,
2013-10-13,100324,
2013-10-13,100325,
2013-10-13,100393,
2013-10-13,100396,
2013-10-13,100400,
2013-10-13,100401,
2013-10-13,100404,
2013-10-13,100405,
2013-10-13,100406,
2013-10-13,100407,
2013-10-13,100461,
2013-10-13,100462,
2013-10-13,100463,
2013-10-13,100465,
2013-10-13,100466,
2013-10-13,100467,
2013-10-13,100468,
2013-10-13,100488,
2013-10-13,100489,
2013-10-13,100503,
2013-10-13,100504,
2013-10-13,100509,
2013-10-13,100510,
2013-10-13,100511,
2013-10-13,100516,
2013-10-13,100517,
2013-10-13,100585,
2013-10-13,100587,
2013-10-13,100606,
2013-10-13,100607,
2013-10-13,100643,
2013-10-13,100644,
2013-10-13,100645,
2013-10-13,100646,
2013-10-13,100647,
2013-10-13,100648,
2013-10-13,100671,
2013-10-13,100676,
2013-10-13,100677,
2013-10-13,100678,
2013-10-13,100710,
2013-10-13,100711,
2013-10-13,100712,
2013-10-13,100713,
2013-10-13,100714,
2013-10-13,100715,
2013-10-13,100745,
2013-10-13,100753,
2013-10-13,100792,
2013-10-13,100800,
2013-10-13,100801,
2013-10-13,100802,
2013-10-13,100803,
2013-10-13,100804,
2013-10-13,100805,
2013-10-13,100806,
2013-10-13,100807,
2013-10-13,100812,
2013-10-13,100813,
2013-10-13,100814,
2013-10-13,100815,
2013-10-13,100816,
2013-10-13,100817,
2013-10-13,100818,
2013-10-13,100855,
2013-10-13,100856,
2013-10-13,100870,
2013-10-13,100871,
2013-10-13,100895,
2013-10-13,100896,
2013-10-13,100897,
2013-10-13,100898,
2013-10-13,100929,
2013-10-13,100930,
2013-10-13,100938,
2013-10-13,100939,
2013-10-13,100940,
2013-10-13,100949,
2013-10-13,100955,
2013-10-13,100987,
2013-10-13,100988,
2013-10-13,100989,
2013-10-13,100990,
2013-10-13,100991,
2013-10-13,100992,
2013-10-13,100993,
2013-10-13,100997,
2013-10-13,100998,
2013-10-13,100999,
2013-10-13,101005,
2013-10-13,101006,
2013-10-13,101007,
2013-10-13,101008,
2013-10-13,101009,
2013-10-13,101010,
2013-10-13,101011,
2013-10-13,101012,
2013-10-13,101028,
2013-10-13,101029,
2013-10-13,101030,
2013-10-13,101031,
2013-10-13,101032,
2013-10-13,101033,
2013-10-13,101034,
2013-10-13,101035,
2013-10-13,101036,
2013-10-13,101037,
2013-10-13,101038,
2013-10-13,101039,
2013-10-13,101040,
2013-10-13,101041,
2013-10-13,101042,
2013-10-13,101053,
2013-10-13,101054,
2013-10-13,101055,
2013-10-13,101056,
2013-10-13,101057,
2013-10-13,101058,
2013-10-13,101059,
2013-10-13,101060,
2013-10-13,101061,
2013-10-13,101062,
2013-10-13,101063,
2013-10-13,101064,
2013-10-13,101065,
2013-10-13,101066,
2013-10-13,101067,
2013-10-13,101068,
2013-10-13,101069,
2013-10-13,101104,
2013-10-13,101105,
2013-10-13,101106,
2013-10-13,101107,
2013-10-13,101108,
2013-10-13,101109,
2013-10-13,101110,
2013-10-13,101111,
2013-10-13,101112,
2013-10-13,101113,
2013-10-13,101114,
2013-10-13,101128,
2013-10-13,101129,
2013-10-13,101145,
2013-10-13,101146,
2013-10-13,101147,
2013-10-13,101148,
2013-10-13,101149,
2013-10-13,101150,
2013-10-13,101276,
2013-10-13,101277,
2013-10-13,101278,
2013-10-13,101287,
2013-10-13,101387,
2013-10-13,101388,
2013-10-13,101389,
2013-10-13,101398,
2013-10-13,101498,
2013-10-13,101499,
2013-10-13,101500,
2013-10-13,101509,
2013-10-13,101609,
2013-10-13,101610,
2013-10-13,101611,
2013-10-13,101620,
2013-10-13,101720,
2013-10-13,101721,
2013-10-13,101722,
2013-10-13,101731,
2013-10-13,101831,
2013-10-13,101832,
2013-10-13,101833,
2013-10-13,101842,
2013-10-13,101942,
2013-10-13,101943,
2013-10-13,101944,
2013-10-13,101953,
2013-10-13,102053,
2013-10-13,102054,
2013-10-13,102055,
2013-10-13,102064,
2013-10-13,102164,
2013-10-13,102165,
2013-10-13,102166,
2013-10-13,102175,
2013-10-13,102275,
2013-10-13,102276,
2013-10-13,102277,
2013-10-13,102286,
2013-10-13,102386,
2013-10-13,102387,
2013-10-13,102388,
2013-10-13,102397,
2013-10-14,100015,
2013-10-14,100016,
2013-10-14,100019,
2013-10-14,100020,
2013-10-14,100025,
2013-10-14,100026,
2013-10-14,100034,
2013-10-14,100045,
2013-10-14,100046,
2013-10-14,100060,
2013-10-14,100065,
2013-10-14,100066,
2013-10-14,100067,
2013-10-14,100068,
2013-10-14,100069,
2013-10-14,100070,
2013-10-14,100083,
2013-10-14,100084,
2013-10-14,100085,
2013-10-14,100086,
2013-10-14,100090,
2013-10-14,100093,
2013-10-14,100094,
2013-10-14,100095,
2013-10-14,100097,
2013-10-14,100116,
2013-10-14,100119,
2013-10-14,100120,
2013-10-14,100121,
2013-10-14,100122,
2013-10-14,100123,
2013-10-14,100124,
2013-10-14,100125,
2013-10-14,100126,
2013-10-14,100143,
2013-10-14,100144,
2013-10-14,100145,
2013-10-14,100146,
2013-10-14,100166,
2013-10-14,100167,
2013-10-14,100170,
2013-10-14,100171,
2013-10-14,100184,
2013-10-14,100187,
2013-10-14,100196,
2013-10-14,100197,
2013-10-14,100198,
2013-10-14,100199,
2013-10-14,100202,
2013-10-14,100203,
2013-10-14,100204,
2013-10-14,100205,
2013-10-14,100206,
2013-10-14,100207,
2013-10-14,100208,
2013-10-14,100209,
2013-10-14,100210,
2013-10-14,100211,
2013-10-14,100216,
2013-10-14,100217,
2013-10-14,100218,
2013-10-14,100219,
2013-10-14,100220,
2013-10-14,100221,
2013-10-14,100222,
2013-10-14,100223,
2013-10-14,100224,
2013-10-14,100225,
2013-10-14,100226,
2013-10-14,100227,
2013-10-14,100228,
2013-10-14,100229,
2013-10-14,100230,
2013-10-14,100231,
2013-10-14,100232,
2013-10-14,100233,
2013-10-14,100234,
2013-10-14,100235,
2013-10-14,100236,
2013-10-14,100237,
2013-10-14,100244,
2013-10-14,100245,
2013-10-14,100246,
2013-10-14,100247,
2013-10-14,100248,
2013-10-14,100249,
2013-10-14,100250,
2013-10-14,100251,
2013-10-14,100252,
2013-10-14,100253,
2013-10-14,100254,
2013-10-14,100255,
2013-10-14,100256,
2013-10-14,100257,
2013-10-14,100258,
2013-10-14,100269,
2013-10-14,100270,
2013-10-14,100271,
2013-10-14,100276,
2013-10-14,100277,
2013-10-14,100278,
2013-10-14,100279,
2013-10-14,100282,
2013-10-14,100283,
2013-10-14,100284,
2013-10-14,100285,
2013-10-14,100286,
2013-10-14,100287,
2013-10-14,100288,
2013-10-14,100292,
2013-10-14,100295,
2013-10-14,100300,
2013-10-14,100301,
2013-10-14,100302,
2013-10-14,100303,
2013-10-14,100304,
2013-10-14,100307,
2013-10-14,100308,
2013-10-14,100314,
2013-10-14,100315,
2013-10-14,100318,
2013-10-14,100319,
2013-10-14,100320,
2013-10-14,100321,
2013-10-14,100322,
2013-10-14,100326,
2013-10-14,100327,
2013-10-14,100328,
2013-10-14,100329,
2013-10-14,100330,
2013-10-14,100331,
2013-10-14,100332,
2013-10-14,100333,
2013-10-14,100341,
2013-10-14,100342,
2013-10-14,100343,
2013-10-14,100344,
2013-10-14,100350,
2013-10-14,100351,
2013-10-14,100352,2.0
2013-10-14,100353,2.0
2013-10-14,100354,2.0
2013-10-14,100355,
2013-10-14,100356,
2013-10-14,100357,
2013-10-14,100358,
2013-10-14,100359,
2013-10-14,100360,
2013-10-14,100361,
2013-10-14,100362,
2013-10-14,100379,
2013-10-14,100381,
2013-10-14,100384,
2013-10-14,100385,
2013-10-14,100388,
2013-10-14,100392,
2013-10-14,100399,
2013-10-14,100417,
2013-10-14,100418,
2013-10-14,100419,
2013-10-14,100423,
2013-10-14,100425,
2013-10-14,100426,
2013-10-14,100427,
2013-10-14,100428,
2013-10-14,100429,
2013-10-14,100441,
2013-10-14,100442,
2013-10-14,100444,
2013-10-14,100446,
2013-10-14,100449,
2013-10-14,100450,
2013-10-14,100459,
2013-10-14,100460,
2013-10-14,100464,
2013-10-14,100479,
2013-10-14,100480,
2013-10-14,100481,
2013-10-14,100482,
2013-10-14,100483,
2013-10-14,100484,
2013-10-14,100485,
2013-10-14,100486,
2013-10-14,100487,
2013-10-14,100494,
2013-10-14,100495,
2013-10-14,100497,
2013-10-14,100498,
2013-10-14,100499,
2013-10-14,100500,
2013-10-14,100501,
2013-10-14,100502,
2013-10-14,100518,
2013-10-14,100519,
2013-10-14,100520,
2013-10-14,100521,
2013-10-14,100522,
2013-10-14,100523,
2013-10-14,100524,
2013-10-14,100525,
2013-10-14,100526,
2013-10-14,100527,
2013-10-14,100528,
2013-10-14,100529,
2013-10-14,100530,
2013-10-14,100531,
2013-10-14,100539,
2013-10-14,100540,
2013-10-14,100541,
2013-10-14,100542,
2013-10-14,100543,
2013-10-14,100552,
2013-10-14,100553,
2013-10-14,100554,
2013-10-14,100555,
2013-10-14,100556,
2013-10-14,100557,
2013-10-14,100558,
2013-10-14,100559,
2013-10-14,100560,
2013-10-14,100562,
2013-10-14,100563,
2013-10-14,100565,
2013-10-14,100566,
2013-10-14,100567,
2013-10-14,100568,
2013-10-14,100569,
2013-10-14,100570,
2013-10-14,100571,
2013-10-14,100572,
2013-10-14,100573,
2013-10-14,100574,
2013-10-14,100575,
2013-10-14,100576,
2013-10-14,100577,
2013-10-14,100578,
2013-10-14,100604,
2013-10-14,100605,
2013-10-14,100610,2.0
2013-10-14,100611,2.0
2013-10-14,100612,2.0
2013-10-14,100622,
2013-10-14,100623,
2013-10-14,100624,
2013-10-14,100625,
2013-10-14,100626,
2013-10-14,100627,
2013-10-14,100637,
2013-10-14,100638,
2013-10-14,100649,
2013-10-14,100651,
2013-10-14,100653,
2013-10-14,100654,
2013-10-14,100655,
2013-10-14,100656,
2013-10-14,100657,
2013-10-14,100658,
2013-10-14,100659,
2013-10-14,100660,
2013-10-14,100661,
2013-10-14,100668,
2013-10-14,100669,
2013-10-14,100672,
2013-10-14,100679,
2013-10-14,100681,
2013-10-14,100693,
2013-10-14,100694,
2013-10-14,100695,
2013-10-14,100696,
2013-10-14,100697,
2013-10-14,100698,
2013-10-14,100699,
2013-10-14,100700,
2013-10-14,100701,
2013-10-14,100702,
2013-10-14,100703,
2013-10-14,100704,
2013-10-14,100705,
2013-10-14,100706,
2013-10-14,100707,
2013-10-14,100708,
2013-10-14,100709,
2013-10-14,100716,
2013-10-14,100717,
2013-10-14,100718,
2013-10-14,100719,
2013-10-14,100720,
2013-10-14,100721,
2013-10-14,100747,
2013-10-14,100750,
2013-10-14,100752,
2013-10-14,100754,
2013-10-14,100755,
2013-10-14,100756,
2013-10-14,100757,
2013-10-14,100758,
2013-10-14,100759,
2013-10-14,100760,
2013-10-14,100761,
2013-10-14,100762,
2013-10-14,100763,
2013-10-14,100764,
2013-10-14,100765,
2013-10-14,100766,
2013-10-14,100767,
2013-10-14,100768,
2013-10-14,100773,
2013-10-14,100774,
2013-10-14,100775,
2013-10-14,100776,
2013-10-14,100794,
2013-10-14,100795,
2013-10-14,100796,
2013-10-14,100797,
2013-10-14,100798,
2013-10-14,100799,
2013-10-14,100826,
2013-10-14,100827,
2013-10-14,100847,
2013-10-14,100861,
2013-10-14,100862,
2013-10-14,100868,
2013-10-14,100869,
2013-10-14,100899,
2013-10-14,100900,
2013-10-14,100901,
2013-10-14,100906,
2013-10-14,100907,
2013-10-14,100908,
2013-10-14,100909,
2013-10-14,100913,
2013-10-14,100917,
2013-10-14,100923,
2013-10-14,100926,
2013-10-14,100931,
2013-10-14,100932,
2013-10-14,100933,
2013-10-14,100934,
2013-10-14,100935,
2013-10-14,100936,
2013-10-14,100937,
2013-10-14,100941,
2013-10-14,100942,
2013-10-14,100943,
2013-10-14,100944,
2013-10-14,100945,
2013-10-14,100946,
2013-10-14,100947,
2013-10-14,100948,
2013-10-14,100950,
2013-10-14,100951,
2013-10-14,100952,
2013-10-14,100953,
2013-10-14,100954,
2013-10-14,100956,
2013-10-14,100957,
2013-10-14,100958,
2013-10-14,100959,
2013-10-14,100960,
2013-10-14,100961,
2013-10-14,100962,
2013-10-14,100963,
2013-10-14,100964,
2013-10-14,100965,
2013-10-14,100966,
2013-10-14,100967,
2013-10-14,100968,
2013-10-14,100969,
2013-10-14,100976,
2013-10-14,100977,
2013-10-14,100978,
2013-10-14,100979,
2013-10-14,100980,
2013-10-14,100981,
2013-10-14,100982,
2013-10-14,100983,
2013-10-14,100984,
2013-10-14,100985,
2013-10-14,100986,
2013-10-14,100994,
2013-10-14,100995,
2013-10-14,100996,
2013-10-14,100997,
2013-10-14,100998,
2013-10-14,100999,
2013-10-14,101000,
2013-10-14,101001,
2013-10-14,101002,
2013-10-14,101003,
2013-10-14,101004,
2013-10-14,101005,
2013-10-14,101006,
2013-10-14,101007,
2013-10-14,101008,
2013-10-14,101009,
2013-10-14,101010,
2013-10-14,101011,
2013-10-14,101012,
2013-10-14,101026,
2013-10-14,101027,
2013-10-14,101028,
2013-10-14,101029,
2013-10-14,101030,
2013-10-14,101031,
2013-10-14,101032,
2013-10-14,101033,
2013-10-14,101034,
2013-10-14,101035,
2013-10-14,101036,
2013-10-14,101037,
2013-10-14,101038,
2013-10-14,101039,
2013-10-14,101040,
2013-10-14,101041,
2013-10-14,101042,
2013-10-14,101051,
2013-10-14,101052,
2013-10-14,101053,
2013-10-14,101054,
2013-10-14,101055,
2013-10-14,101056,
2013-10-14,101057,
2013-10-14,101058,
2013-10-14,101059,
