route_id,main_shape_id,trip_headsign,direction_id,route_desc,valid_from,valid_to,parent_version_id,note,version_id
3510,N757,Mester utca (Ferenc körút),1,Mester utca (Ferenc körút) / Nagysándor József utca,2013-10-11,2014-10-05,,,100464
3511,N769,Ferencváros vasútállomás,0,Mester utca (Ferenc körút) / Ferencváros vasútállomás,2013-10-12,2014-06-20,,,100465
3511,N770,Mester utca (Ferenc körút),1,Mester utca (Ferenc körút) / Ferencváros vasútállomás,2013-10-12,2014-06-20,,,100466
3520,B103,"Pesterzsébet, Pacsirtatelep",0,"Határ út M / Pesterzsébet, Pacsirtatelep",2013-10-11,,,,100467
3520,B104,Határ út M,1,"Határ út M / Pesterzsébet, Pacsirtatelep",2013-10-11,,,,100468
3590,D209,"Farkasrét, Márton Áron tér",0,"Szent János Kórház / Farkasrét, Márton Áron tér",2013-10-17,2014-04-06,,,100469
3590,D208,Szent János Kórház,1,"Szent János Kórház / Farkasrét, Márton Áron tér",2013-10-17,,,,100470
3591,G469,"Farkasrét, Márton Áron tér",0,"Széll Kálmán tér M / Farkasrét, Márton Áron tér",2013-10-12,2013-12-07,,,100471
3591,G470,Széll Kálmán tér M,1,"Széll Kálmán tér M / Farkasrét, Márton Áron tér",2013-10-12,2013-12-07,,,100472
3600,G368,"Széchenyi-hegy, Gyermekvasút",0,"Városmajor / Széchenyi-hegy, Gyermekvasút",2013-10-12,,,,100473
3600,G367,Városmajor,1,"Városmajor / Széchenyi-hegy, Gyermekvasút",2013-10-12,,,,100474
3610,X020,Zuhatag sor,0,Móricz Zsigmond körtér / Zuhatag sor,2013-10-11,2013-11-14,,,100475
3610,X021,Móricz Zsigmond körtér,1,Móricz Zsigmond körtér / Zuhatag sor,2013-10-11,2013-11-14,,,100476
3620,E978,"Rákospalota, MÁV-telep",0,"Rákospalota, MÁV-telep / Blaha Lujza tér M",2013-10-11,2013-11-03,,,100477
3620,E977,Blaha Lujza tér M,1,"Rákospalota, MÁV-telep / Blaha Lujza tér M",2013-10-11,2013-11-03,,,100478
3621,E769,"Rákospalota, MÁV-telep",0,"Rákospalota, MÁV-telep / Kőbánya alsó vasútállomás (Mázsa tér)",2013-10-11,2014-08-31,,,100479
3621,E784,Kőbánya alsó vasútállomás (Mázsa tér),1,"Rákospalota, MÁV-telep / Kőbánya alsó vasútállomás (Mázsa tér)",2013-10-11,2014-08-31,,,100480
3690,1246,"Újpalota, Erdőkerülő utca",0,"Újpalota, Erdőkerülő utca / Mexikói út M",2013-10-11,2014-06-29,,,100481
3690,1245,Mexikói út M,1,"Újpalota, Erdőkerülő utca / Mexikói út M",2013-10-11,2014-06-29,,,100482
4700,V420,"Erzsébet királyné útja, aluljáró",0,"Kossuth Lajos tér M (Kozma Ferenc utca) / Erzsébet királyné útja, aluljáró",2013-10-11,,,,100483
4700,V419,Kossuth Lajos tér M (Kozma Ferenc utca),1,"Kossuth Lajos tér M (Kozma Ferenc utca) / Erzsébet királyné útja, aluljáró",2013-10-11,,,,100484
4720,S395,Zugló vasútállomás,0,Arany János utca M / Zugló vasútállomás,2013-10-11,,,,100485
4720,S396,Arany János utca M,1,Arany János utca M / Zugló vasútállomás,2013-10-11,,,,100486
4730,S399,Keleti pályaudvar M,0,Arany János utca M / Keleti pályaudvar M,2013-10-11,2014-03-23,,,100487
4730,S400,Arany János utca M,1,Arany János utca M / Keleti pályaudvar M,2013-10-11,2014-03-23,,,100488
4740,S625,Csáktornya park,0,Károly körút (Astoria M) / Csáktornya park,2013-10-11,,,,100489
4740,S626,Károly körút (Astoria M),1,Károly körút (Astoria M) / Csáktornya park,2013-10-14,,,,100490
4741,S628,Csáktornya park,0,Mexikói út M / Csáktornya park,2013-10-11,,,,100491
4741,S629,Mexikói út M,1,Mexikói út M / Csáktornya park,2013-10-11,,,,100492
4750,S375,Puskás Ferenc Stadion M,0,Jászai Mari tér / Puskás Ferenc Stadion M,2013-10-11,2014-06-19,,,100493
4750,S374,Jászai Mari tér,1,Jászai Mari tér / Puskás Ferenc Stadion M,2013-10-11,2014-06-19,,,100494
4760,S630,Keleti pályaudvar M,0,Jászai Mari tér / Keleti pályaudvar M,2013-10-11,2014-03-23,,,100495
4760,S631,Jászai Mari tér,1,Jászai Mari tér / Keleti pályaudvar M,2013-10-11,2014-03-23,,,100496
4770,S632,Öv utca (Egressy út),0,Puskás Ferenc Stadion M / Öv utca (Egressy út),2013-10-11,,,,100497
4770,S633,Puskás Ferenc Stadion M,1,Puskás Ferenc Stadion M / Öv utca (Egressy út),2013-10-11,,,,100498
4780,V421,Keleti pályaudvar M,0,Kossuth Lajos tér M (Kozma Ferenc utca) / Keleti pályaudvar M,2013-10-11,,,,100499
4780,V422,Kossuth Lajos tér M (Kozma Ferenc utca),1,Kossuth Lajos tér M (Kozma Ferenc utca) / Keleti pályaudvar M,2013-10-11,,,,100500
4790,U775,Kárpát utca,0,Keleti pályaudvar M / Kárpát utca,2013-10-11,2014-03-23,,,100501
4790,U771,Keleti pályaudvar M,1,Keleti pályaudvar M / Kárpát utca,2013-10-11,2014-03-23,,,100502
4800,S381,Örs vezér tere M+H,0,Keleti pályaudvar M / Örs vezér tere M+H,2013-10-12,2014-01-10,,,100503
4800,S382,Keleti pályaudvar M,1,Keleti pályaudvar M / Örs vezér tere M+H,2013-10-12,2014-01-10,,,100504
4801,G762,Csertő utca,0,Keleti pályaudvar M / Csertő utca,2013-10-11,2014-01-09,,,100505
4801,S383,Keleti pályaudvar M,1,Keleti pályaudvar M / Csertő utca,2013-10-11,2014-01-09,,,100506
4810,O318,Fogarasi út,0,Örs vezér tere M+H / Fogarasi út,2013-10-11,,,,100507
4810,E306,Örs vezér tere M+H,1,Örs vezér tere M+H / Fogarasi út,2013-10-11,,,,100508
4820,S385,Örs vezér tere M+H,0,Uzsoki Utcai Kórház / Örs vezér tere M+H,2013-10-11,,,,100509
4820,S386,Uzsoki Utcai Kórház,1,Uzsoki Utcai Kórház / Örs vezér tere M+H,2013-10-11,,,,100510
4830,U703,Orczy tér,0,Fővám tér / Orczy tér,2013-10-11,,,,100511
4830,U704,Fővám tér,1,Fővám tér / Orczy tér,2013-10-11,2014-04-06,,,100512
5100,1110,Mexikói út M,0,Mexikói út M / Vörösmarty tér,2013-10-11,,,,100513
5100,1109,Vörösmarty tér,1,Mexikói út M / Vörösmarty tér,2013-10-11,,,,100514
5200,1112,Örs vezér tere M+H,0,Örs vezér tere M+H / Déli pályaudvar M,2013-10-11,,,,100515
5200,1111,Déli pályaudvar M,1,Örs vezér tere M+H / Déli pályaudvar M,2013-10-11,,,,100516
5300,1114,Kőbánya-Kispest M,0,Kőbánya-Kispest M / Újpest-Központ M,2013-10-11,,,,100517
5300,1113,Újpest-Központ M,1,Kőbánya-Kispest M / Újpest-Központ M,2013-10-11,,,,100518
6100,1225,Gödöllő,0,Örs vezér tere M+H / Gödöllő,2013-10-11,,,,100519
6100,1226,Örs vezér tere M+H,1,Örs vezér tere M+H / Gödöllő,2013-10-28,,,,100520
6130,5145,Cinkota H,0,Örs vezér tere M+H / Cinkota H,2013-10-11,2014-04-04,,,100521
6130,5146,Örs vezér tere M+H,1,Örs vezér tere M+H / Cinkota H,2013-10-11,,,,100522
6150,1227,"Csömör, 2. vágány",0,Örs vezér tere M+H / Csömör,2013-10-28,2014-08-31,,,100523
6150,1228,Örs vezér tere M+H,1,Örs vezér tere M+H / Csömör,2013-10-11,,,,100524
6200,1229,Ráckeve 2. vágány,0,Közvágóhíd / Ráckeve,2013-10-11,2014-02-06,,,100525
6200,L657,Közvágóhíd,1,Közvágóhíd / Ráckeve,2013-10-12,2013-12-08,,,100526
6210,L670,Tököl,0,Közvágóhíd / Tököl,2013-10-11,,,,100527
6210,L672,Közvágóhíd,1,Közvágóhíd / Tököl,2013-10-11,2013-10-28,,,100528
6230,L696,Dunaharaszti külső,0,Közvágóhíd / Dunaharaszti külső,2013-10-11,2014-02-06,,,100529
6230,2270,Közvágóhíd,1,Közvágóhíd / Dunaharaszti külső,2013-10-11,2014-03-23,,,100530
6300,S999,"Csepel, 2. vágány",0,Boráros tér H / Csepel,2013-10-11,2014-08-31,,,100531
6300,T002,Boráros tér H,1,Boráros tér H / Csepel,2013-10-11,,,,100532
6400,1233,Szentendre,0,Batthyány tér M+H / Szentendre,2013-10-14,,,,100533
6400,C754,Batthyány tér M+H,1,Batthyány tér M+H / Szentendre,2013-10-14,,,,100534
6470,C721,"Békásmegyer, fordítóvágányok",0,Batthyány tér M+H / Békásmegyer H,2013-10-14,,,,100535
6470,C723,Batthyány tér M+H,1,Batthyány tér M+H / Békásmegyer H,2013-10-14,,,,100536
8110,U782,"Újpest, Árpád út",0,"Haller utca / Újpest, Árpád út",2013-10-11,2013-10-24,,,100537
8110,U783,Haller utca,1,"Haller utca / Újpest, Árpád út",2013-10-11,2013-10-24,,,100538
8120,U786,Rómaifürdő,0,Haller utca / Rómaifürdő,2013-10-11,2014-07-14,,,100539
8120,U785,Haller utca,1,Haller utca / Rómaifürdő,2013-10-11,2014-07-14,,,100540
8130,U804,Rómaifürdő,0,Haller utca / Rómaifürdő,2013-10-12,2014-08-08,,,100541
8130,U803,Haller utca,1,Haller utca / Rómaifürdő,2013-10-12,2014-08-08,,,100542
9000,R880,Liszt Ferenc Airport 2,0,Dél-pesti autóbuszgarázs / Liszt Ferenc Airport 2,2013-10-11,,,,100543
9000,R881,Dél-pesti autóbuszgarázs,1,Dél-pesti autóbuszgarázs / Liszt Ferenc Airport 2,2013-10-11,,,,100544
9010,X206,Bécsi út (Vörösvári út),0,Közvágóhíd / Bécsi út (Vörösvári út),2013-10-11,2013-11-01,,,100545
9010,T894,Közvágóhíd,1,Közvágóhíd / Bécsi út (Vörösvári út),2013-10-11,2014-03-22,,,100546
9070,U971,Örs vezér tere M+H,0,Kelenföld vasútállomás / Örs vezér tere M+H,2013-10-11,,,,100547
9070,U972,Kelenföld vasútállomás,1,Kelenföld vasútállomás / Örs vezér tere M+H,2013-10-11,2014-03-28,,,100548
9080,W300,Cinkotai autóbuszgarázs,0,Móricz Zsigmond körtér / Cinkotai autóbuszgarázs,2013-10-11,2014-03-27,,,100549
9080,V308,Móricz Zsigmond körtér,1,Móricz Zsigmond körtér / Cinkotai autóbuszgarázs,2013-10-11,2014-03-27,,,100550
9090,A155,"Kispest, Kossuth tér",0,"Deák Ferenc tér M / Kispest, Kossuth tér",2013-10-11,2013-10-31,,,100551
9090,A156,Deák Ferenc tér M,1,"Deák Ferenc tér M / Kispest, Kossuth tér",2013-10-11,2013-10-31,,,100552
9140,U331,Dél-pesti autóbuszgarázs,0,"Káposztásmegyer, Mogyoródi-patak / Dél-pesti autóbuszgarázs",2013-10-11,2014-06-20,,,100553
9140,U332,"Káposztásmegyer, Mogyoródi-patak",1,"Káposztásmegyer, Mogyoródi-patak / Dél-pesti autóbuszgarázs",2013-10-11,,,,100554
9141,S014,Újpest-Központ M,0,Határ út M / Újpest-Központ M,2013-10-11,2014-10-23,,,100555
9141,S015,Határ út M,1,Határ út M / Újpest-Központ M,2013-10-11,,,,100556
9160,W271,Széll Kálmán tér M,0,Uránia / Széll Kálmán tér M,2013-10-11,2014-03-15,,,100557
9160,W272,Uránia,1,Uránia / Széll Kálmán tér M,2013-10-12,2014-03-15,,,100558
9180,X217,"Óbuda, Bogdáni út",0,Kelenföld vasútállomás / Óbudai autóbuszgarázs,2013-10-11,2013-11-01,,,100559
9180,T920,Kelenföld vasútállomás,1,Kelenföld vasútállomás / Óbudai autóbuszgarázs,2013-10-11,2014-04-04,,,100560
9220,T811,"Budakeszi, Dózsa György tér",0,"Széll Kálmán tér M / Budakeszi, Dózsa György tér",2013-10-11,,,,100561
9220,R705,Széll Kálmán tér M,1,"Széll Kálmán tér M / Budakeszi, Dózsa György tér",2013-10-11,,,,100562
9230,S045,Dél-pesti autóbuszgarázs,0,Békásmegyer H / Dél-pesti autóbuszgarázs,2013-10-11,,,,100563
9230,S048,Békásmegyer H,1,Békásmegyer H / Dél-pesti autóbuszgarázs,2013-10-11,2014-04-17,,,100564
9300,C085,"Megyer, Szondi utca",0,"Újpest-Központ M / Megyer, Szondi utca",2013-10-11,,,,100565
9300,C086,Újpest-Központ M,1,"Újpest-Központ M / Megyer, Szondi utca",2013-10-11,,,,100566
9310,V051,"Árpádföld, Dezsőfia utca",0,"Verecke lépcső / Árpádföld, Dezsőfia utca",2013-10-11,2013-11-02,,,100567
9310,V052,Verecke lépcső,1,"Verecke lépcső / Árpádföld, Dezsőfia utca",2013-10-11,2014-10-23,,,100568
9340,T571,Békásmegyer H,0,Nyugati pályaudvar M / Békásmegyer H,2013-10-11,,,,100569
9340,T572,Nyugati pályaudvar M,1,Nyugati pályaudvar M / Békásmegyer H,2013-10-11,,,,100570
9370,C123,Máramaros út,0,Közvágóhíd / Bécsi út (Vörösvári út),2013-10-11,,,,100571
9380,Q449,"Lakihegy, Cseresznyés utca",0,"Csepel, Szent Imre tér / Lakihegy, Cseresznyés utca",2013-10-11,2014-08-22,,,100572
9380,Q450,"Csepel, Szent Imre tér",1,"Csepel, Szent Imre tér / Lakihegy, Cseresznyés utca",2013-10-11,2014-08-22,,,100573
9400,Q592,Budaörsi lakótelep,0,Móricz Zsigmond körtér / Budaörsi lakótelep,2013-10-11,2014-03-27,,,100574
9400,Q594,Móricz Zsigmond körtér,1,Móricz Zsigmond körtér / Budaörsi lakótelep,2013-10-11,2014-01-03,,,100575
9410,J092,Budatétény vasútállomás (Campona),0,Móricz Zsigmond körtér / Budatétény vasútállomás (Campona),2013-10-11,2014-03-27,,,100576
9410,D934,Móricz Zsigmond körtér,1,Móricz Zsigmond körtér / Budatétény vasútállomás (Campona),2013-10-11,2014-03-27,,,100577
9430,Q806,Szentendre H,0,Békásmegyer H / Szentendre H,2013-10-11,,,,100578
9430,C224,Békásmegyer H,1,Békásmegyer H / Szentendre H,2013-10-11,,,,100579
9480,H588,"Csepel, Hollandi út",0,"Dél-pesti autóbuszgarázs / Csepel, Hollandi út",2013-10-11,,,,100580
9480,H589,Dél-pesti autóbuszgarázs,1,"Dél-pesti autóbuszgarázs / Csepel, Hollandi út",2013-10-11,,,,100581
9500,X197,Pestszentimre vasútállomás,0,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2013-10-11,2013-12-14,,,100582
9500,H075,Határ út M,1,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2013-10-11,2014-01-03,,,100583
9501,S028,"Rákospalota, Kossuth utca",1,"Rákospalota, Kossuth utca / Pestszentimre vasútállomás",2013-10-11,2014-08-08,,,100584
9560,P547,"Pécel, Kun József utca",0,"Hűvösvölgy / Pécel, Kun József utca",2013-10-11,2013-11-21,,,100585
9560,M101,Hűvösvölgy,1,"Hűvösvölgy / Pécel, Kun József utca",2013-10-11,2013-11-21,,,100586
9600,Q596,"Békásmegyer, Újmegyeri tér",0,"Móricz Zsigmond körtér / Békásmegyer, Újmegyeri tér",2013-10-11,2014-04-15,,,100587
9600,V459,Móricz Zsigmond körtér,1,"Móricz Zsigmond körtér / Békásmegyer, Újmegyeri tér",2013-10-11,2013-11-07,,,100588
9630,Q691,"Nagykovácsi, Tisza István tér",0,"Hűvösvölgy / Nagykovácsi, Tisza István tér",2013-10-11,2014-01-30,,,100589
9630,Q690,Hűvösvölgy,1,"Hűvösvölgy / Nagykovácsi, Tisza István tér",2013-10-11,2014-01-30,,,100590
9640,R409,"Solymár, PEMÜ",0,"Hűvösvölgy / Solymár, PEMÜ",2013-10-11,2014-01-30,,,100591
9640,R408,Hűvösvölgy,1,"Hűvösvölgy / Solymár, PEMÜ",2013-10-11,2014-01-30,,,100592
9660,Q599,"Soroksár, Millenniumtelep",0,"Határ út M / Soroksár, Millenniumtelep",2013-10-11,2014-08-29,,,100593
9660,Q600,Határ út M,1,"Határ út M / Soroksár, Millenniumtelep",2013-10-11,,,,100594
9680,Q597,Cinkotai autóbuszgarázs,0,"Cinkotai autóbuszgarázs / Kispest, Kossuth tér",2013-10-11,,,,100595
9680,Q598,"Kispest, Kossuth tér",1,"Cinkotai autóbuszgarázs / Kispest, Kossuth tér",2013-10-11,,,,100596
9720,Q601,"Törökbálint, Munkácsy Mihály utca",0,"Móricz Zsigmond körtér / Törökbálint, Munkácsy Mihály utca",2013-10-11,2014-03-27,,,100597
9720,Q602,Móricz Zsigmond körtér,1,"Móricz Zsigmond körtér / Törökbálint, Munkácsy Mihály utca",2013-10-11,2014-03-27,,,100598
9730,V004,"Nagytétény, ipartelep",0,"Újpalota, Szentmihályi út / Nagytétény, ipartelep",2013-10-11,2014-07-31,,,100599
9730,W308,"Újpalota, Szentmihályi út",1,"Újpalota, Szentmihályi út / Nagytétény, ipartelep",2013-10-11,2014-07-31,,,100600
9790,V029,"Csepel, Csillagtelep",0,"Újpalota, Nyírpalota út / Csepel, Csillagtelep",2013-10-11,,,,100601
9790,V030,"Újpalota, Nyírpalota út",1,"Újpalota, Nyírpalota út / Csepel, Csillagtelep",2013-10-11,,,,100602
9791,T317,"Csepel, Csillagtelep",0,"Deák Ferenc tér M / Csepel, Csillagtelep",2013-10-11,,,,100603
9791,V033,Deák Ferenc tér M,1,"Deák Ferenc tér M / Csepel, Csillagtelep",2013-10-13,,,,100604
9800,R882,"Rákoskeresztúr, városközpont",0,"Dél-pesti autóbuszgarázs / Rákoskeresztúr, városközpont",2013-10-11,2014-06-19,,,100605
9800,R883,Dél-pesti autóbuszgarázs,1,"Dél-pesti autóbuszgarázs / Rákoskeresztúr, városközpont",2013-10-11,2014-06-19,,,100606
9900,P549,"Rákoskeresztúr, vkp. (metró felé)",0,"Normafa / Rákoskeresztúr, vkp. (metró felé)",2013-10-11,2013-11-21,,,100607
9900,M108,Normafa,1,"Normafa / Rákoskeresztúr, vkp. (metró felé)",2013-10-11,2013-11-21,,,100608
9920,V839,Gödöllő H,0,Cinkotai autóbuszgarázs / Gödöllő H,2013-10-11,,,,100609
9920,V840,Cinkotai autóbuszgarázs,1,Cinkotai autóbuszgarázs / Gödöllő H,2013-10-11,,,,100610
9940,A178,"Gyál, Vecsési út",0,"Dél-pesti autóbuszgarázs / Gyál, Vecsési út",2013-10-11,,,,100611
9940,A179,Dél-pesti autóbuszgarázs,1,"Dél-pesti autóbuszgarázs / Gyál, Vecsési út",2013-10-11,,,,100612
9960,C583,Cinkotai autóbuszgarázs,0,Cinkotai autóbuszgarázs / Újpest-Központ M,2013-10-11,,,,100613
9960,C106,Újpest-Központ M,1,Cinkotai autóbuszgarázs / Újpest-Központ M,2013-10-11,,,,100614
9961,C584,Cinkotai autóbuszgarázs,0,Cinkotai autóbuszgarázs / Újpest-Központ M,2013-10-11,,,,100615
9961,C182,Újpest-Központ M,1,Cinkotai autóbuszgarázs / Újpest-Központ M,2013-10-11,,,,100616
9980,M116,"Rákoskeresztúr, városközpont",0,"Rákoskeresztúr, városközpont / Rákoskeresztúr, városközpont",2013-10-11,,,,100617
9980,M118,Cinkotai autóbuszgarázs,1,"Rákoskeresztúr, városközpont / Rákoskeresztúr, városközpont",2013-10-11,,,,100618
9990,Q605,Dél-pesti autóbuszgarázs,0,Határ út M / Dél-pesti autóbuszgarázs,2013-10-11,,,,100619
9990,Q606,Határ út M,1,Határ út M / Dél-pesti autóbuszgarázs,2013-10-11,,,,100620
0440,X132,Örs vezér tere M+H,1,Örs vezér tere M+H / Budapesti út,2013-10-18,2013-11-03,,,100621
0581,T097,Budafoki temető,0,Savoya Park / Budafoki temető,2013-11-03,,,,100622
0581,T098,Savoya Park,1,Savoya Park / Budafoki temető,2013-11-03,,,,100623
0665,M762,BILK bekötőút,0,"Határ út M / Soroksár, BILK",2013-10-18,2013-10-29,,,100624
52PRB,X352,Örs vezér tere M+H,0,Déli pályaudvar M / Örs vezér tere M+H,2013-10-19,,,,100625
52PRB,X351,Déli pályaudvar M,1,Déli pályaudvar M / Örs vezér tere M+H,2013-10-19,,,,100626
6210,2268,Közvágóhíd,1,Közvágóhíd / Tököl,2013-10-29,2013-11-03,,,100627
HP621,N319,Ráckeve H,0,Tököl H / Ráckeve H,2013-10-29,2014-04-11,,,100628
HP621,N323,Tököl H,1,Tököl H / Ráckeve H,2013-10-29,2014-04-11,,,100629
HP625,K795,Ráckeve H,0,Tököl H / Ráckeve H,2013-10-29,,,,100630
HP625,K796,Tököl H,1,Tököl H / Ráckeve H,2013-10-29,,,,100631
0302,T102,"Megyer, Szondi utca",0,"Újpest-Központ M / Megyer, Szondi utca",2013-10-26,2014-10-24,,,100632
0302,I372,Újpest-Központ M,1,"Újpest-Központ M / Megyer, Szondi utca",2013-10-26,,,,100633
0362,T110,Jahn Ferenc Kórház,0,Gubacsi út / Jahn Ferenc Kórház,2013-11-03,2013-11-01,,,100634
0362,T111,Gubacsi út,1,Gubacsi út / Jahn Ferenc Kórház,2013-11-03,2014-11-01,,,100635
0382,T099,Hárosi iskola,0,"Csepel, Szent Imre tér / Hárosi iskola",2013-11-03,,,,100636
0382,T100,"Csepel, Szent Imre tér",1,"Csepel, Szent Imre tér / Hárosi iskola",2013-11-03,,,,100637
0681,T112,Új köztemető,0,Határ út M / Új köztemető,2013-11-03,,,,100638
0681,X097,Határ út M,1,Határ út M / Új köztemető,2013-11-03,,,,100639
0910,X571,Nyugati pályaudvar M,0,Széll Kálmán tér M / Nyugati pályaudvar M,2013-10-25,2013-12-02,,,100640
0910,X573,Széll Kálmán tér M,1,Széll Kálmán tér M / Nyugati pályaudvar M,2013-10-25,2013-12-02,,,100641
0920,0154,"Kistarcsa, kórház H",0,"Rákosszentmihály vasútállomás / Kistarcsa, kórház H",2013-11-03,2013-11-01,,,100642
0920,0155,Rákosszentmihály vasútállomás,1,"Rákosszentmihály vasútállomás / Kistarcsa, kórház H",2013-11-03,2013-11-01,,,100643
1290,X534,Bölöni György utca / Széher út,0,Széll Kálmán tér M / Bölöni György utca / Széher út,2013-10-25,2013-12-08,,,100644
1290,X535,Széll Kálmán tér M,1,Széll Kálmán tér M / Bölöni György utca / Széher út,2013-10-25,2013-12-08,,,100645
2182,X053,Óbudai autóbuszgarázs,0,Szentlélek tér H / Óbudai autóbuszgarázs,2013-11-03,2013-11-01,,,100646
2182,X054,Szentlélek tér H,1,Szentlélek tér H / Óbudai autóbuszgarázs,2013-11-03,2013-11-01,,,100647
2910,X574,"Zugliget, Libegő",0,"Nyugati pályaudvar M / Zugliget, Libegő",2013-10-25,2013-12-02,,,100648
2910,X575,Nyugati pályaudvar M,1,"Nyugati pályaudvar M / Zugliget, Libegő",2013-10-25,2013-12-02,,,100649
3372,E516,Új köztemető (Kozma utca),0,Keleti pályaudvar M / Új köztemető (Kozma utca),2013-11-03,,,,100650
3372,E517,Keleti pályaudvar M,1,Keleti pályaudvar M / Új köztemető (Kozma utca),2013-11-03,,,,100651
8110,R859,"Újpest, Árpád út",0,"Haller utca / Újpest, Árpád út",2013-10-25,2014-03-16,,,100652
8110,R858,Haller utca,1,"Haller utca / Újpest, Árpád út",2013-10-25,2014-03-16,,,100653
0362,X755,Jahn Ferenc Kórház,0,Gubacsi út / Jahn Ferenc Kórház,2013-11-02,2014-11-01,,,100654
0440,G139,Örs vezér tere M+H,1,Örs vezér tere M+H / Budapesti út,2013-11-04,,,,100655
0665,M760,"Soroksár, BILK",0,"Határ út M / Soroksár, BILK",2013-10-30,2013-12-22,,,100656
0920,O287,Auchan Liget,0,"Rákosszentmihály vasútállomás / Kistarcsa, kórház H",2013-11-02,2013-12-29,,,100657
0920,6832,Rákosszentmihály vasútállomás,1,"Rákosszentmihály vasútállomás / Kistarcsa, kórház H",2013-11-02,,,,100658
1660,W891,Ferihegy vasútállomás,0,Ferihegy vasútállomás / Gubacsi út,2013-11-04,2013-11-03,,,100659
1942,V382,Tövishát utca,0,Határ út M / Kele utca,2013-11-04,2013-12-08,,,100660
1942,V385,Határ út M,1,Határ út M / Kele utca,2013-11-04,,,,100661
2040,U218,Békásmegyer H,0,"Rákospalota, Kossuth utca / Békásmegyer H",2013-10-30,2013-12-28,,,100662
2182,X062,Óbudai autóbuszgarázs,0,Szentlélek tér H / Óbudai autóbuszgarázs,2013-11-02,,,,100663
2182,X063,Szentlélek tér H,1,Szentlélek tér H / Óbudai autóbuszgarázs,2013-11-02,,,,100664
2190,X387,Csillaghegy H,0,Csillaghegy H / Csillaghegy H,2013-11-04,2014-10-12,,,100665
2360,W917,Ferihegy vasútállomás,0,"Vecsés, Market Central / Vecsés, Market Central",2013-11-04,2014-02-13,,,100666
2361,W925,Ferihegy vasútállomás,0,"Pestszentlőrinc, Mednyánszky utca / Pestszentlőrinc, Mednyánszky utca",2013-11-04,2013-11-21,,,100667
2601,X347,Kocsis Sándor út,0,Batthyány tér M+H / Kocsis Sándor út,2013-11-04,2014-10-25,,,100668
2601,X348,Batthyány tér M+H,1,Batthyány tér M+H / Kocsis Sándor út,2013-11-04,2014-10-25,,,100669
2620,M095,Erzsébet körút,0,Kőbánya alsó vasútállomás / Erzsébet körút,2013-10-30,2013-11-03,,,100670
2660,W893,"Pestszentlőrinc, Mednyánszky utca",0,Ferihegy vasútállomás / Pestszentimre vasútállomás (Vasút utca),2013-11-04,2013-11-14,,,100671
2660,W894,Ferihegy vasútállomás,1,Ferihegy vasútállomás / Pestszentimre vasútállomás (Vasút utca),2013-11-04,2013-12-29,,,100672
3610,I295,Hűvösvölgy,0,Móricz Zsigmond körtér / Hűvösvölgy,2013-11-15,,,,100673
3610,I296,Móricz Zsigmond körtér,1,Móricz Zsigmond körtér / Hűvösvölgy,2013-11-15,2014-04-06,,,100674
9010,T895,Bécsi út (Vörösvári út),0,Közvágóhíd / Bécsi út (Vörösvári út),2013-11-02,2014-04-17,,,100675
9180,Q588,"Óbuda, Bogdáni út",0,Kelenföld vasútállomás / Óbudai autóbuszgarázs,2013-11-02,2014-04-06,,,100676
9310,X578,Nyugati pályaudvar M,0,"Verecke lépcső / Árpádföld, Dezsőfia utca",2013-11-03,2013-12-06,,,100677
VP362,X718,Kőbánya alsó vasútállomás (Mázsa tér),0,Örs vezér tere - Zugló M H / Kőbánya alsó vasútállomás (Mázsa tér),2013-11-04,2014-06-05,,,100678
VP362,X719,Örs vezér tere - Zugló M H,1,Örs vezér tere - Zugló M H / Kőbánya alsó vasútállomás (Mázsa tér),2013-11-04,2014-02-13,,,100679
1640,R828,"Solymár, PEMÜ",0,"Hűvösvölgy / Solymár, PEMÜ",2013-11-02,2014-02-06,,,100680
1660,X780,Ferihegy vasútállomás,0,Gubacsi út / Ferihegy vasútállomás,2013-11-04,2013-12-27,,,100681
1660,W691,Gubacsi út,1,Gubacsi út / Ferihegy vasútállomás,2013-11-04,2014-03-23,,,100682
1935,X427,"Pestszentlőrinc, Mednyánszky utca",0,"Kőbánya-Kispest M / Pestszentlőrinc, Mednyánszky utca",2013-11-04,2013-11-07,,,100683
2620,S248,Erzsébet körút,0,Kőbánya alsó vasútállomás / Erzsébet körút,2013-11-04,2013-12-29,,,100684
3030,X751,Gubacsi út,0,Mexikói út M / Gubacsi út,2013-11-04,2014-06-03,,,100685
3030,X750,"Kőbánya alsó vasútállomás (M.tér),kihúzó",1,Mexikói út M / Gubacsi út,2013-11-04,2013-11-07,,,100686
3031,X627,Örs vezér tere M+H,0,Mexikói út M / Örs vezér tere M+H,2013-11-04,2014-04-27,,,100687
3031,X626,Mexikói út M,1,Mexikói út M / Örs vezér tere M+H,2013-11-04,2014-04-27,,,100688
3280,X703,Kőbánya alsó vasútállomás,0,Blaha Lujza tér M / Kőbánya alsó vasútállomás,2013-11-04,2014-05-18,,,100689
3280,X704,Blaha Lujza tér M,1,Blaha Lujza tér M / Kőbánya alsó vasútállomás,2013-11-04,2014-05-18,,,100690
