route_id,main_shape_id,trip_headsign,direction_id,route_desc,valid_from,valid_to,parent_version_id,note,version_id
9720,Z859,"Törökbálint, Munkácsy Mihály utca",0,"Móricz Zsigmond körtér / Törökbálint, Munkácsy Mihály utca",2014-03-28,,,,101098
9720,Z719,Móricz Zsigmond körtér,1,"Móricz Zsigmond körtér / Törökbálint, Munkácsy Mihály utca",2014-03-28,2014-04-04,,,101099
9900,AC70,"Rákoskeresztúr, vkp. (metró felé)",0,"Normafa / Rákoskeresztúr, vkp. (metró felé)",2014-03-28,2014-04-28,,,101100
HP61,AD35,Kerepes H,0,Cinkota H / Kerepes H,2014-04-05,2014-05-03,,,101101
HP61,K949,Cinkota H,1,Cinkota H / Kerepes H,2014-04-05,2014-05-03,,,101102
HP612,K973,Kerepes H,0,Cinkota H / Kerepes H,2014-04-05,,,,101103
HP612,K974,Cinkota H,1,Cinkota H / Kerepes H,2014-04-05,,,,101104
0070,Y207,"Újpalota, Nyírpalota út",0,"Albertfalva vasútállomás / Újpalota, Nyírpalota út",2014-04-07,,,,101105
0070,Y208,Albertfalva vasútállomás,1,"Albertfalva vasútállomás / Újpalota, Nyírpalota út",2014-04-07,2014-05-25,,,101106
0075,Z083,"Újpalota, Nyírpalota út",0,"Blaha Lujza tér M / Újpalota, Nyírpalota út",2014-04-07,,,,101107
0075,Z084,Blaha Lujza tér M,1,"Blaha Lujza tér M / Újpalota, Nyírpalota út",2014-04-07,,,,101108
0080,Z025,Bosnyák tér,0,Gazdagréti tér / Bosnyák tér,2014-04-07,2014-10-05,,,101109
0080,Z026,Gazdagréti tér,1,Gazdagréti tér / Bosnyák tér,2014-04-07,2014-06-12,,,101110
0150,U705,Árpád híd M,0,Boráros tér H / Árpád híd M,2014-04-07,2014-05-22,,,101111
0270,0576,Móricz Zsigmond körtér M,0,Sánc utca / Móricz Zsigmond körtér M,2014-04-07,2014-10-09,,,101112
0330,Y378,"Nagytétény, ipartelep",0,"Móricz Zsigmond körtér M / Nagytétény, ipartelep",2014-04-05,2014-06-20,,,101113
0330,Y379,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Nagytétény, ipartelep",2014-04-05,,,,101114
0340,Z218,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-04-07,2014-04-15,,,101115
0405,Z944,Kelenföld vasútállomás M,0,Budaörsi lakótelep / Kelenföld vasútállomás M,2014-04-07,,,,101116
0530,X109,Újbuda-központ M,1,Újbuda-központ M / Mindszenty József bíboros tér,2014-04-07,,,,101117
0580,Z124,Jégmadár utca,0,Kelenföld vasútállomás M / Jégmadár utca,2014-04-07,,,,101118
0580,Z123,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Jégmadár utca,2014-04-07,,,,101119
0870,Y404,Mechanikai Művek,0,Kelenföld vasútállomás M / Mechanikai Művek,2014-04-07,,,,101120
0870,Y405,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Mechanikai Művek,2014-04-07,,,,101121
0880,Z132,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Törökbálint, Munkácsy Mihály utca",2014-04-07,,,,101122
1030,U960,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Vajda Péter utca,2014-04-11,2014-06-12,,,101123
1340,Y916,"Békásmegyer, Újmegyeri tér",0,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-04-07,2014-04-15,,,101124
1390,Z869,Széll Kálmán tér M,1,Széll Kálmán tér M / Gazdagréti tér,2014-04-07,,,,101125
1400,Y336,"Törökbálint, bevásárlóközpont",0,"Széll Kálmán tér M / Törökbálint, bevásárlóközpont",2014-04-07,2014-04-19,,,101126
1400,Z328,Budaörsi lakótelep,1,"Széll Kálmán tér M / Törökbálint, bevásárlóközpont",2014-04-07,2014-04-19,,,101127
1410,Z154,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Savoya Park,2014-04-07,2014-12-01,,,101128
1500,AC08,Újbuda-központ M,1,Újbuda-központ M / Budatétény vasútállomás (Campona),2014-04-07,2014-04-10,,,101129
1530,Z075,Gazdagréti tér,0,Neumann János utca / Gazdagréti tér,2014-04-07,2014-05-25,,,101130
1530,Z076,Neumann János utca,1,Neumann János utca / Gazdagréti tér,2014-04-07,2014-05-25,,,101131
1570,R302,"Solymár, Kerekhegy",0,"Hűvösvölgy / Solymár, Kerekhegy",2014-04-07,,,,101132
1570,AD24,"Budaliget, Géza fejedelem útja",1,"Hűvösvölgy / Solymár, Kerekhegy",2014-04-07,2014-04-06,,,101133
1580,Z105,Jégmadár utca,0,Savoya Park / Jégmadár utca,2014-04-07,,,,101134
1810,Q404,"József Attila ltp., Távíró utca",0,"Aszódi utca / József Attila ltp., Távíró utca",2014-04-07,2014-09-07,,,101135
1810,Q403,Aszódi utca,1,"Aszódi utca / József Attila ltp., Távíró utca",2014-04-07,2014-09-07,,,101136
1860,Z998,Donát utca,0,Békásmegyer H / Donát utca,2014-04-07,2014-05-04,,,101137
1885,AA20,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Budaörsi Ipari és Technológiai Park,2014-04-07,,,,101138
2040,U218,Békásmegyer H,0,"Rákospalota, Kossuth utca / Békásmegyer H",2014-04-05,2014-04-19,,,101139
2300,Y035,"Káposztásmegyer, Aquaworld",0,"Keleti pályaudvar M / Káposztásmegyer, Aquaworld",2014-04-05,2014-10-09,,,101140
2330,Z020,"Újpalota, Nyírpalota út",1,"Újpalota, Nyírpalota út / Budatétény vasútállomás (Campona)",2014-04-07,,,,101141
2390,Z023,Gazdagréti tér,1,Gazdagréti tér / Bosnyák tér,2014-04-11,2014-10-09,,,101142
2405,Z311,Budaörsi lakótelep,0,Móricz Zsigmond körtér M / Budaörsi lakótelep,2014-04-07,,,,101143
2405,Z310,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Budaörsi lakótelep,2014-04-07,,,,101144
2510,W955,Városház tér,1,Városház tér / Memento Park,2014-04-07,,,,101145
2580,Z188,Regényes utca,0,Újbuda-központ M / Regényes utca,2014-04-07,,,,101146
2580,Z189,Újbuda-központ M,1,Újbuda-központ M / Regényes utca,2014-04-07,,,,101147
2581,Z222,Újbuda-központ M,1,Újbuda-központ M / Torma utca,2014-04-05,,,,101148
2660,W690,Pestszentimre vasútállomás,1,"Pestszentimre vasútállomás / Ganztelep, Mednyánszky utca",2014-04-07,2014-04-19,,,101149
2720,Z207,"Törökbálint, Munkácsy Mihály utca",0,"Móricz Zsigmond körtér M / Törökbálint, Munkácsy Mihály utca",2014-04-07,2014-11-06,,,101150
2720,Z206,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Törökbálint, Munkácsy Mihály utca",2014-04-07,,,,101151
2810,G064,Szakorvosi rendelő,0,Aszódi utca / Aszódi utca,2014-04-07,2014-09-11,,,101152
3040,0977,Újbuda-központ M,0,Széll Kálmán tér M / Újbuda-központ M,2014-04-07,,,,101153
3060,B693,Móricz Zsigmond körtér M,0,Széll Kálmán tér M / Móricz Zsigmond körtér M,2014-04-07,,,,101154
3180,Z137,Széll Kálmán tér M,1,Széll Kálmán tér M / Savoya Park,2014-04-07,2014-06-15,,,101155
3190,J899,Kelenföld vasútállomás M,0,Batthyány tér M+H / Kelenföld vasútállomás M,2014-04-07,,,,101156
3470,1204,Városház tér,0,Deák Ferenc tér M / Városház tér,2014-04-07,2014-06-15,,,101157
3490,Y219,Kelenföld vasútállomás M,0,Deák Ferenc tér M / Kelenföld vasútállomás M,2014-04-07,,,,101158
3590,D209,Márton Áron tér,0,Szent János Kórház / Márton Áron tér,2014-04-07,2014-11-01,,,101159
3591,W972,Márton Áron tér,0,Széll Kálmán tér M / Márton Áron tér,2014-04-06,,,,101160
3610,I296,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Hűvösvölgy,2014-04-07,,,,101161
4757,Z522,Puskás Ferenc Stadion M,0,Jászai Mari tér / Puskás Ferenc Stadion M,2014-04-05,,,,101162
4757,Z521,Jászai Mari tér,1,Jászai Mari tér / Puskás Ferenc Stadion M,2014-04-05,,,,101163
4801,AA16,Csertő utca,0,Keleti pályaudvar M / Csertő utca,2014-04-07,2014-08-14,,,101164
4801,AA17,Keleti pályaudvar M,1,Keleti pályaudvar M / Csertő utca,2014-04-07,2014-08-31,,,101165
4830,U704,Fővám tér M,1,Fővám tér M / Orczy tér,2014-04-07,,,,101166
6130,Y908,Cinkota H,0,Örs vezér tere M+H / Cinkota H,2014-04-05,2014-04-06,,,101167
9070,AB17,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Örs vezér tere M+H,2014-04-05,,,,101168
9080,W312,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Cinkotai autóbuszgarázs,2014-04-05,,,,101169
9160,Z392,Széll Kálmán tér M,0,Uránia / Széll Kálmán tér M,2014-04-05,2014-05-03,,,101170
9160,Z393,Uránia,1,Uránia / Széll Kálmán tér M,2014-04-05,2014-05-03,,,101171
9180,T920,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Óbudai autóbuszgarázs,2014-04-05,2014-04-06,,,101172
9400,T936,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Budaörsi lakótelep,2014-04-05,,,,101173
9410,S777,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Budatétény vasútállomás (Campona),2014-04-05,,,,101174
9600,Y920,"Békásmegyer, Újmegyeri tér",0,"Móricz Zsigmond körtér M / Békásmegyer, Újmegyeri tér",2014-04-05,2014-04-15,,,101175
9600,X396,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Békásmegyer, Újmegyeri tér",2014-04-05,2014-04-15,,,101176
9720,Z719,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Törökbálint, Munkácsy Mihály utca",2014-04-05,,,,101177
VP60,AD47,"Széchenyi-hegy, Gyermekvasút",0,"Pethényi út / Széchenyi-hegy, Gyermekvasút",2014-04-07,2014-08-22,,,101178
VP60,AD48,Pethényi út,1,"Pethényi út / Széchenyi-hegy, Gyermekvasút",2014-04-07,2014-08-22,,,101179
1030,AD91,Népliget M,0,Kelenföld vasútállomás M / Vajda Péter utca,2014-04-11,2014-06-12,,,101180
1140,Z060,Kosztolányi Dezső tér,1,"Kosztolányi Dezső tér / Baross Gábor-telep, Ispiláng utca",2014-04-07,2014-06-19,,,101181
1570,R301,Hűvösvölgy,1,"Hűvösvölgy / Solymár, Kerekhegy",2014-04-07,2014-06-01,,,101182
2140,Z074,Kosztolányi Dezső tér,1,"Kosztolányi Dezső tér / Baross Gábor-telep, Ispiláng utca",2014-04-07,2014-06-19,,,101183
2600,X309,Batthyány tér M+H,1,Batthyány tér M+H / Virágosnyereg út,2014-04-07,2014-05-11,,,101184
6130,5145,Cinkota H,0,Örs vezér tere M+H / Cinkota H,2014-04-07,,,,101185
9180,AD97,"Óbuda, Bogdáni út",0,Kelenföld vasútállomás M / Óbudai autóbuszgarázs,2014-04-07,,,,101186
9180,AD99,Kelenföld vasútállomás M,1,Kelenföld vasútállomás M / Óbudai autóbuszgarázs,2014-04-07,2014-12-13,,,101187
0340,Y305,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-04-16,2014-05-04,,,101188
1340,P639,"Békásmegyer, Újmegyeri tér",0,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-04-16,2014-04-17,,,101189
1400,U448,Határ utca,0,"Széll Kálmán tér M / Törökbálint, bevásárlóközpont",2014-04-20,2014-04-28,,,101190
1400,U452,Budaörsi lakótelep,1,"Széll Kálmán tér M / Törökbálint, bevásárlóközpont",2014-04-20,2014-04-28,,,101191
2040,U220,Békásmegyer H,0,"Rákospalota, Kossuth utca / Békásmegyer H",2014-04-20,2014-04-28,,,101192
2660,W894,Ferihegy vasútállomás,1,"Pestszentimre vasútállomás / Ganztelep, Mednyánszky utca",2014-04-20,2014-04-28,,,101193
9160,W271,Széll Kálmán tér M,0,Uránia / Széll Kálmán tér M,2014-05-04,2014-05-11,,,101194
9160,W272,Uránia,1,Uránia / Széll Kálmán tér M,2014-05-04,2014-05-11,,,101195
9600,AC24,"Békásmegyer, Újmegyeri tér",0,"Móricz Zsigmond körtér M / Békásmegyer, Újmegyeri tér",2014-04-16,2014-07-03,,,101196
9600,AC25,Móricz Zsigmond körtér M,1,"Móricz Zsigmond körtér M / Békásmegyer, Újmegyeri tér",2014-04-16,2014-07-03,,,101197
HP621,AE22,Ráckeve H,0,Szigetszentmárton-Szigetújfalu H / Ráckeve H,2014-04-12,,,,101198
HP621,AE19,Szigetszentmárton-Szigetújfalu H,1,Szigetszentmárton-Szigetújfalu H / Ráckeve H,2014-04-12,,,,101199
VP01,AC45,Erzsébet királyné útja,0,Bécsi út (Vörösvári út) / Erzsébet királyné útja,2014-04-11,2014-06-12,,,101200
VP01,AC46,Bécsi út (Vörösvári út),1,Bécsi út (Vörösvári út) / Erzsébet királyné útja,2014-04-11,2014-04-17,,,101201
VP06,P890,Széll Kálmán tér M,0,Móricz Zsigmond körtér M / Széll Kálmán tér M,2014-04-15,2014-10-23,,,101202
VP06,P891,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Széll Kálmán tér M,2014-04-15,2014-10-23,,,101203
VP101,AC48,Erzsébet királyné útja,0,"Óbuda, Bogdáni út / Erzsébet királyné útja",2014-04-11,,,,101204
VP101,AC49,"Óbuda, Bogdáni út",1,"Óbuda, Bogdáni út / Erzsébet királyné útja",2014-04-11,,,,101205
VP17,AD20,Bécsi út (Vörösvári út),0,Batthyány tér M+H / Bécsi út (Vörösvári út),2014-04-14,2014-04-17,,,101206
VP17,AD21,Batthyány tér M+H,1,Batthyány tér M+H / Bécsi út (Vörösvári út),2014-04-14,2014-10-26,,,101207
VP201,AC15,Közvágóhíd H,0,Népliget M / Közvágóhíd H,2014-04-11,,,,101208
VP201,AC16,Népliget M,1,Népliget M / Közvágóhíd H,2014-04-11,,,,101209
0260,AG34,Árpád híd M,0,Nyugati pályaudvar M / Árpád híd M,2014-04-13,2014-04-18,,,101210
0260,AG33,Zenélőkút,1,Nyugati pályaudvar M / Árpád híd M,2014-04-13,2014-04-18,,,101211
1410,U148,Savoya Park,0,Kelenföld vasútállomás M / Savoya Park,2014-04-11,,,,101212
1500,Z127,Újbuda-központ M,1,Újbuda-központ M / Budatétény vasútállomás (Campona),2014-04-11,,,,101213
3027,Z190,Közvágóhíd H,0,Jászai Mari tér / Közvágóhíd H,2014-04-20,,,,101214
3417,Z611,Kamaraerdei Ifjúsági Park,0,Móricz Zsigmond körtér M / Kamaraerdei Ifjúsági Park,2014-04-19,2014-09-20,,,101215
3417,Z612,Móricz Zsigmond körtér M,1,Móricz Zsigmond körtér M / Kamaraerdei Ifjúsági Park,2014-04-19,2014-09-20,,,101216
4800,AA11,Örs vezér tere M+H,0,Keleti pályaudvar M / Örs vezér tere M+H,2014-04-12,2014-08-15,,,101217
4800,AA12,Keleti pályaudvar M,1,Keleti pályaudvar M / Örs vezér tere M+H,2014-04-12,2014-08-15,,,101218
HP62,AE92,Szigetszentmiklós-Gyártelep H,0,Szigetszentmiklós H / Szigetszentmiklós-Gyártelep,2014-04-26,2014-09-19,,,101219
HP62,AE93,Szigetszentmiklós H,1,Szigetszentmiklós H / Szigetszentmiklós-Gyártelep,2014-04-26,2014-09-19,,,101220
VP01,AC46,Bécsi út / Vörösvári út,1,Bécsi út / Vörösvári út / Erzsébet királyné útja,2014-04-18,2014-06-12,,,101221
VP17,AD20,Bécsi út / Vörösvári út,0,Batthyány tér M+H / Bécsi út / Vörösvári út,2014-04-18,2014-10-26,,,101222
0260,X203,Árpád híd M,0,Nyugati pályaudvar M / Árpád híd M,2014-04-19,2014-05-10,,,101223
0260,X202,Nyugati pályaudvar M,1,Nyugati pályaudvar M / Árpád híd M,2014-04-19,2014-05-10,,,101224
1340,AE99,"Békásmegyer, Újmegyeri tér",0,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-04-18,2014-05-29,,,101225
1340,AG00,Szentlélek tér H,1,"Szentlélek tér H / Békásmegyer, Újmegyeri tér",2014-04-18,2014-05-29,,,101226
1610,AC55,Kucorgó tér,0,Örs vezér tere M+H / Kucorgó tér,2014-04-18,2014-05-04,,,101227
1710,U125,"Csepel, Soroksári rév",0,"Csepel, Szent Imre tér / Csepel, Soroksári rév",2014-05-03,,,,101228
1710,U126,"Csepel, Szent Imre tér",1,"Csepel, Szent Imre tér / Csepel, Soroksári rév",2014-05-03,,,,101229
3031,AH92,Örs vezér tere M+H,0,Mexikói út M / Örs vezér tere M+H,2014-04-28,,,,101230
3031,AH93,Mexikói út M,1,Mexikói út M / Örs vezér tere M+H,2014-04-28,,,,101231
6200,W704,Szigetszentmiklós,0,Közvágóhíd H / Ráckeve,2014-04-26,2014-04-28,,,101232
6200,W705,Közvágóhíd H,1,Közvágóhíd H / Ráckeve,2014-04-26,2014-05-02,,,101233
9010,T895,Bécsi út / Vörösvári út,0,Közvágóhíd H / Bécsi út / Vörösvári út,2014-04-18,,,,101234
9230,AG09,Békásmegyer H,1,Békásmegyer H / Dél-pesti autóbuszgarázs,2014-04-18,2014-06-05,,,101235
HP61,M624,Cinkota H,0,Örs vezér tere M+H / Cinkota H,2014-05-04,2014-09-26,,,101236
HP61,M625,Örs vezér tere M+H,1,Örs vezér tere M+H / Cinkota H,2014-05-04,2014-09-26,,,101237
MP53,AH37,Újpest-Központ M,0,Árpád híd M / Újpest-Központ M,2014-05-03,2014-07-04,,,101238
MP53,AH36,Árpád híd M,1,Árpád híd M / Újpest-Központ M,2014-05-03,2014-07-04,,,101239
0160,P702,Széll Kálmán tér M,0,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-05,2014-05-11,,,101240
0160,P701,Deák Ferenc tér M,1,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-05,2014-05-11,,,101241
0161,P630,Széll Kálmán tér M,0,Dísz tér / Széll Kálmán tér M,2014-05-05,2014-05-11,,,101242
0161,W263,Dísz tér,1,Dísz tér / Széll Kálmán tér M,2014-05-05,2014-05-11,,,101243
0340,S578,"Békásmegyer, Újmegyeri tér",0,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-05-05,2014-04-28,,,101244
0340,H307,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-05-05,2014-04-28,,,101245
0860,AJ28,Batthyány tér M+H,0,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-04-29,2014-05-15,,,101246
0860,AJ25,"Újbuda, Függetlenségi park",1,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-04-29,2014-06-05,,,101247
0975,Y848,Erzsébet körút,0,Örs vezér tere M+H / Kucorgó tér,2014-04-29,2014-06-15,,,101248
0975,Y849,Örs vezér tere M+H,1,Örs vezér tere M+H / Kucorgó tér,2014-04-29,2014-06-15,,,101249
1060,S579,"Római úti lakótelep, Varsa utca",0,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-05-05,2014-04-28,,,101250
1060,S580,Árpád híd M,1,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-05-05,2014-04-28,,,101251
1160,U171,Fény utcai piac,0,Dísz tér / Fény utcai piac,2014-05-05,2014-05-11,,,101252
1160,U172,Dísz tér,1,Dísz tér / Fény utcai piac,2014-05-05,2014-05-11,,,101253
1400,Y336,"Törökbálint, bevásárlóközpont",0,Budaörsi lakótelep / Határ utca,2014-04-29,,,,101254
1400,Z328,Budaörsi lakótelep,1,Budaörsi lakótelep / Határ utca,2014-04-29,2014-06-15,,,101255
1480,N712,"Csepel, Soroksári rév",0,"Kőbánya-Kispest M / Csepel, Soroksári rév",2014-04-29,2014-04-28,,,101256
1480,N713,Szent Imre tér H,1,"Kőbánya-Kispest M / Csepel, Soroksári rév",2014-04-29,2014-04-28,,,101257
1610,M012,Kucorgó tér,0,Örs vezér tere M+H / Kucorgó tér,2014-05-05,2014-05-11,,,101258
1610,V796,"Rákoskeresztúr, vkp. (metró felé)",1,Örs vezér tere M+H / Kucorgó tér,2014-05-05,2014-05-11,,,101259
1860,V184,Donát utca,0,Békásmegyer H / Donát utca,2014-05-05,2014-05-08,,,101260
2015,T120,Kucorgó tér,0,Kőbánya-Kispest M / Kucorgó tér,2014-04-29,2014-05-11,,,101261
2025,AH61,Kucorgó tér,0,Kőbánya-Kispest M / Kucorgó tér,2014-04-29,2014-05-11,,,101262
2040,U218,Békásmegyer H,0,"Rákospalota, Kossuth utca / Békásmegyer H",2014-04-29,2014-06-07,,,101263
2430,V181,Pince köz,0,Békásmegyer H / Pince köz,2014-05-03,2014-05-10,,,101264
2660,W690,Pestszentimre vasútállomás,1,"Pestszentimre vasútállomás / Ganztelep, Mednyánszky utca",2014-04-29,2014-06-07,,,101265
3187,S143,Széll Kálmán tér M,0,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-04,,,,101266
3187,S142,Deák Ferenc tér M,1,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-04,,,,101267
3567,R276,Hűvösvölgy,0,Széll Kálmán tér M / Hűvösvölgy,2014-05-04,,,,101268
3567,R275,Széll Kálmán tér M,1,Széll Kálmán tér M / Hűvösvölgy,2014-05-04,,,,101269
3620,AI22,"Rákospalota, MÁV-telep",0,"Örs vezér tere - Zugló M+H / Rákospalota, MÁV-telep",2014-04-29,2014-07-03,,,101270
3620,AI23,Örs vezér tere - Zugló M+H,1,"Örs vezér tere - Zugló M+H / Rákospalota, MÁV-telep",2014-04-29,2014-07-03,,,101271
4730,AE77,Arany János utca M,1,Arany János utca M / Keleti pályaudvar M,2014-05-05,,,,101272
4760,S574,Jászai Mari tér,1,Jászai Mari tér / Keleti pályaudvar M,2014-05-05,,,,101273
6200,V313,Ráckeve 2. vágány,0,Közvágóhíd H / Ráckeve,2014-04-29,2014-08-31,,,101274
6200,L657,Közvágóhíd H,1,Közvágóhíd H / Ráckeve,2014-05-03,2014-09-19,,,101275
9900,AJ33,"Rákoskeresztúr, vkp. (metró felé)",0,"Normafa / Rákoskeresztúr, vkp. (metró felé)",2014-04-29,2014-05-16,,,101276
9900,AJ10,Normafa,1,"Normafa / Rákoskeresztúr, vkp. (metró felé)",2014-04-29,2014-10-31,,,101277
0260,V001,Árpád híd M,0,Nyugati pályaudvar M / Árpád híd M,2014-05-11,2014-10-03,,,101278
0260,0741,Nyugati pályaudvar M,1,Nyugati pályaudvar M / Árpád híd M,2014-05-11,,,,101279
0340,Y517,"Békásmegyer, Újmegyeri tér",0,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-04-29,2014-05-11,,,101280
0340,Y305,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-04-29,2014-05-11,,,101281
1060,Y519,"Római úti lakótelep, Varsa utca",0,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-04-29,2014-05-11,,,101282
1060,Y310,Árpád híd M,1,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-04-29,2014-05-11,,,101283
1480,S787,"Csepel, Soroksári rév",0,"Kőbánya-Kispest M / Csepel, Soroksári rév",2014-04-29,2014-07-24,,,101284
1480,S788,Kőbánya-Kispest M,1,"Kőbánya-Kispest M / Csepel, Soroksári rév",2014-04-29,2014-07-24,,,101285
3010,AH86,Népliget M,1,Népliget M / Kacsóh Pongrác út,2014-05-05,2014-06-12,,,101286
VP14,AI27,Angyalföld kocsiszín,0,Lehel utca/Róbert Károly körút / Angyalföld kocsiszín,2014-05-12,2014-06-13,,,101287
VP14,AI28,Lehel utca/Róbert Károly körút,1,Lehel utca/Róbert Károly körút / Angyalföld kocsiszín,2014-05-12,2014-05-29,,,101288
V2837,AL15,Kőbánya alsó vasútállomás,1,Kőbánya alsó vasútállomás / Új köztemető,2014-05-12,2014-05-18,,,101289
0160,AL85,Bécsi kapu tér,0,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-12,2014-05-22,,,101290
0160,AL86,Deák Ferenc tér M,1,Deák Ferenc tér M / Széll Kálmán tér M,2014-05-12,2014-05-22,,,101291
0161,AL80,Széll Kálmán tér M,0,Dísz tér / Széll Kálmán tér M,2014-05-12,2014-05-22,,,101292
0161,AL79,Bécsi kapu tér,1,Dísz tér / Széll Kálmán tér M,2014-05-12,2014-05-22,,,101293
0340,S578,"Békásmegyer, Újmegyeri tér",0,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-05-12,2014-11-30,,,101294
0340,AL06,Árpád híd M,1,"Árpád híd M / Békásmegyer, Újmegyeri tér",2014-05-12,2014-05-29,,,101295
0855,AL72,Kőbánya-Kispest M,0,Örs vezér tere M+H / Kőbánya-Kispest M,2014-05-12,2014-07-14,,,101296
0855,AL73,Örs vezér tere M+H,1,Örs vezér tere M+H / Kőbánya-Kispest M,2014-05-12,2014-07-14,,,101297
0860,AJ26,"Óbuda, Bogdáni út",0,"Újbuda, Függetlenségi park / Óbuda, Bogdáni út",2014-05-16,2014-06-12,,,101298
1060,S579,"Római úti lakótelep, Varsa utca",0,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-05-12,2014-09-30,,,101299
1060,S580,Árpád híd M,1,"Árpád híd M / Római úti lakótelep, Varsa utca",2014-05-12,2014-09-30,,,101300
1150,AJ66,Árpád híd M,0,Boráros tér H / Árpád híd M,2014-05-19,2014-10-26,,,101301
1150,Z810,Boráros tér H,1,Boráros tér H / Árpád híd M,2014-05-19,,,,101302
1160,AK83,Fény utcai piac,0,Dísz tér / Fény utcai piac,2014-05-12,2014-05-22,,,101303
1160,AL88,Bécsi kapu tér,1,Dísz tér / Fény utcai piac,2014-05-12,2014-05-22,,,101304
1161,AL89,Széll Kálmán tér M,0,Bécsi kapu tér / Széll Kálmán tér M,2014-05-12,,,,101305
1161,AL90,Bécsi kapu tér,1,Bécsi kapu tér / Széll Kálmán tér M,2014-05-12,,,,101306
1430,AE09,Pince köz,0,Békásmegyer H / Pince köz,2014-05-09,2014-06-05,,,101307
1600,AE17,Békásmegyer H,0,Batthyány tér M+H / Békásmegyer H,2014-05-12,2014-06-05,,,101308
1610,AC55,Kucorgó tér,0,Örs vezér tere M+H / Kucorgó tér,2014-05-12,2014-05-22,,,101309
1610,V794,Örs vezér tere M+H,1,Örs vezér tere M+H / Kucorgó tér,2014-05-12,2014-07-11,,,101310
1860,AE15,Donát utca,0,Békásmegyer H / Donát utca,2014-05-09,2014-06-05,,,101311
1860,AE16,Békásmegyer H,1,Békásmegyer H / Donát utca,2014-05-09,2014-06-05,,,101312
2015,AK45,Kucorgó tér,0,Kőbánya-Kispest M / Kucorgó tér,2014-05-12,2014-07-14,,,101313
2015,AK46,Kőbánya-Kispest M,1,Kőbánya-Kispest M / Kucorgó tér,2014-05-12,2014-07-14,,,101314
2025,Y852,Kucorgó tér,0,Kőbánya-Kispest M / Kucorgó tér,2014-05-12,2014-07-13,,,101315
2025,Y853,Kőbánya-Kispest M,1,Kőbánya-Kispest M / Kucorgó tér,2014-05-12,2014-06-20,,,101316
2430,AE13,Pince köz,0,Békásmegyer H / Békásmegyer H,2014-05-11,2014-06-06,,,101317
2600,R292,Batthyány tér M+H,1,Batthyány tér M+H / Virágosnyereg út,2014-05-12,2014-10-19,,,101318
3010,AH85,Bécsi út / Vörösvári út,0,Népliget M / Bécsi út / Vörösvári út,2014-05-12,2014-06-09,,,101319
3140,AI34,"Káposztásmegyer, Megyeri út",0,"Angyalföld kocsiszín / Káposztásmegyer, Megyeri út",2014-05-12,2014-06-12,,,101320
3140,AI36,Angyalföld kocsiszín,1,"Angyalföld kocsiszín / Káposztásmegyer, Megyeri út",2014-05-12,2014-06-12,,,101321
3142,AL34,Frangepán utca,0,Lehel tér M / Frangepán utca,2014-05-12,,,,101322
