route_id,agency_id,route_short_name,route_type,route_color,route_text_color
1661,BKK,166A,3,1188FF,000000
1685,BKK,168E,3,1188FF,000000
1685,BKK,168E,3,1188FF,000000
1695,BKK,169E,3,1188FF,000000
1695,BKK,169E,3,1188FF,000000
1700,BKK,170,3,1188FF,000000
1700,BKK,170,3,1188FF,000000
1725,BKK,172E,3,1188FF,000000
1725,BKK,172E,3,1188FF,000000
1740,BKK,174,3,1188FF,000000
1740,BKK,174,3,1188FF,000000
1750,BKK,175,3,1188FF,000000
1750,BKK,175,3,1188FF,000000
1765,BKK,176E,3,1188FF,000000
1765,BKK,176E,3,1188FF,000000
1780,BKK,178,3,1188FF,000000
1780,BKK,178,3,1188FF,000000
1790,BKK,179,3,1188FF,000000
1790,BKK,179,3,1188FF,000000
1810,BKK,181,3,1188FF,000000
1810,BKK,181,3,1188FF,000000
1820,BKK,182,3,1188FF,000000
1820,BKK,182,3,1188FF,000000
1830,BKK,183,3,1188FF,000000
1830,BKK,183,3,1188FF,000000
1840,BKK,184,3,1188FF,000000
1840,BKK,184,3,1188FF,000000
1850,BKK,185,3,1188FF,000000
1850,BKK,185,3,1188FF,000000
1860,BKK,186,3,1188FF,000000
1860,BKK,186,3,1188FF,000000
1870,BKK,187,3,1188FF,000000
1870,BKK,187,3,1188FF,000000
1885,BKK,188E,3,1188FF,000000
1885,BKK,188E,3,1188FF,000000
1910,BKK,191,3,1188FF,000000
1910,BKK,191,3,1188FF,000000
1935,BKK,193E,3,1188FF,000000
1935,BKK,193E,3,1188FF,000000
1940,BKK,194,3,1188FF,000000
1940,BKK,194,3,1188FF,000000
1960,BKK,196,3,1188FF,000000
1960,BKK,196,3,1188FF,000000
1961,BKK,196A,3,1188FF,000000
1961,BKK,196A,3,1188FF,000000
1970,BKK,197,3,1188FF,000000
1980,BKK,198,3,1188FF,000000
1980,BKK,198,3,1188FF,000000
1990,BKK,199,3,1188FF,000000
1990,BKK,199,3,1188FF,000000
2005,BKK,200E,3,1188FF,000000
2005,BKK,200E,3,1188FF,000000
2015,BKK,201E,3,1188FF,000000
2015,BKK,201E,3,1188FF,000000
2025,BKK,202E,3,1188FF,000000
2025,BKK,202E,3,1188FF,000000
2030,BKK,203,3,1188FF,000000
2030,BKK,203,3,1188FF,000000
2040,BKK,204,3,1188FF,000000
2040,BKK,204,3,1188FF,000000
2120,BKK,212,3,1188FF,000000
2120,BKK,212,3,1188FF,000000
2130,BKK,213,3,1188FF,000000
2130,BKK,213,3,1188FF,000000
2140,BKK,214,3,1188FF,000000
2140,BKK,214,3,1188FF,000000
2170,BKK,217,3,1188FF,000000
2170,BKK,217,3,1188FF,000000
2175,BKK,217E,3,1188FF,000000
2175,BKK,217E,3,1188FF,000000
2180,BKK,218,3,1188FF,000000
2180,BKK,218,3,1188FF,000000
2187,BKK,218,3,1188FF,000000
2187,BKK,218,3,1188FF,000000
2200,BKK,220,3,1188FF,000000
2200,BKK,220,3,1188FF,000000
2220,BKK,222,3,1188FF,000000
2220,BKK,222,3,1188FF,000000
2240,BKK,224,3,1188FF,000000
2250,BKK,225,3,1188FF,000000
2250,BKK,225,3,1188FF,000000
2260,BKK,226,3,1188FF,000000
2260,BKK,226,3,1188FF,000000
2300,BKK,230,3,1188FF,000000
2300,BKK,230,3,1188FF,000000
2310,BKK,231,3,1188FF,000000
2310,BKK,231,3,1188FF,000000
2335,BKK,233E,3,1188FF,000000
2335,BKK,233E,3,1188FF,000000
2370,BKK,237,3,1188FF,000000
2370,BKK,237,3,1188FF,000000
2390,BKK,239,3,1188FF,000000
2390,BKK,239,3,1188FF,000000
2400,BKK,240,3,1188FF,000000
2400,BKK,240,3,1188FF,000000
2405,BKK,240E,3,1188FF,000000
2405,BKK,240E,3,1188FF,000000
2430,BKK,243,3,1188FF,000000
2440,BKK,244,3,1188FF,000000
2440,BKK,244,3,1188FF,000000
2500,BKK,250,3,1188FF,000000
2500,BKK,250,3,1188FF,000000
2501,BKK,250A,3,1188FF,000000
2501,BKK,250A,3,1188FF,000000
2510,BKK,251,3,1188FF,000000
2510,BKK,251,3,1188FF,000000
2545,BKK,254E,3,1188FF,000000
2545,BKK,254E,3,1188FF,000000
2570,BKK,257,3,1188FF,000000
2600,BKK,260,3,1188FF,000000
2600,BKK,260,3,1188FF,000000
2615,BKK,261E,3,1188FF,000000
2615,BKK,261E,3,1188FF,000000
2620,BKK,262,3,1188FF,000000
2620,BKK,262,3,1188FF,000000
2640,BKK,264,3,1188FF,000000
2640,BKK,264,3,1188FF,000000
2660,BKK,266,3,1188FF,000000
2660,BKK,266,3,1188FF,000000
2720,BKK,272,3,1188FF,000000
2720,BKK,272,3,1188FF,000000
2765,BKK,276E,3,1188FF,000000
2765,BKK,276E,3,1188FF,000000
2770,BKK,277,3,1188FF,000000
2770,BKK,277,3,1188FF,000000
2810,BKK,281,3,1188FF,000000
2825,BKK,282E,3,1188FF,000000
2825,BKK,282E,3,1188FF,000000
2845,BKK,284E,3,1188FF,000000
2845,BKK,284E,3,1188FF,000000
2910,BKK,291,3,1188FF,000000
2910,BKK,291,3,1188FF,000000
2945,BKK,294E,3,1188FF,000000
2945,BKK,294E,3,1188FF,000000
2960,BKK,296,3,1188FF,000000
2960,BKK,296,3,1188FF,000000
3010,BKK,1,0,FFEE00,000000
3010,BKK,1,0,FFEE00,000000
3011,BKK,1A,0,FFEE00,000000
3011,BKK,1A,0,FFEE00,000000
3020,BKK,2,0,FFEE00,000000
3020,BKK,2,0,FFEE00,000000
3030,BKK,3,0,FFEE00,000000
3030,BKK,3,0,FFEE00,000000
3040,BKK,4,0,FFEE00,000000
3040,BKK,4,0,FFEE00,000000
3060,BKK,6,0,FFEE00,000000
3060,BKK,6,0,FFEE00,000000
3120,BKK,12,0,FFEE00,000000
3120,BKK,12,0,FFEE00,000000
3140,BKK,14,0,FFEE00,000000
3140,BKK,14,0,FFEE00,000000
3170,BKK,17,0,FFEE00,000000
3170,BKK,17,0,FFEE00,000000
3180,BKK,18,0,FFEE00,000000
3180,BKK,18,0,FFEE00,000000
3190,BKK,19,0,FFEE00,000000
3190,BKK,19,0,FFEE00,000000
3240,BKK,24,0,FFEE00,000000
3240,BKK,24,0,FFEE00,000000
3280,BKK,28,0,FFEE00,000000
3280,BKK,28,0,FFEE00,000000
3281,BKK,28A,0,FFEE00,000000
3281,BKK,28A,0,FFEE00,000000
3370,BKK,37,0,FFEE00,000000
3370,BKK,37,0,FFEE00,000000
3371,BKK,37A,0,FFEE00,000000
3371,BKK,37A,0,FFEE00,000000
3410,BKK,41,0,FFEE00,000000
3410,BKK,41,0,FFEE00,000000
3470,BKK,47,0,FFEE00,000000
3470,BKK,47,0,FFEE00,000000
3490,BKK,49,0,FFEE00,000000
3490,BKK,49,0,FFEE00,000000
3500,BKK,50,0,FFEE00,000000
3500,BKK,50,0,FFEE00,000000
3510,BKK,51,0,FFEE00,000000
3510,BKK,51,0,FFEE00,000000
3511,BKK,51A,0,FFEE00,000000
3511,BKK,51A,0,FFEE00,000000
3520,BKK,52,0,FFEE00,000000
3520,BKK,52,0,FFEE00,000000
3590,BKK,59,0,FFEE00,000000
3590,BKK,59,0,FFEE00,000000
3591,BKK,59A,0,FFEE00,000000
3591,BKK,59A,0,FFEE00,000000
3600,BKK,60,0,FF1818,000000
3600,BKK,60,0,FF1818,000000
3610,BKK,61,0,FFEE00,000000
3610,BKK,61,0,FFEE00,000000
3620,BKK,62,0,FFEE00,000000
3620,BKK,62,0,FFEE00,000000
3621,BKK,62A,0,FFEE00,000000
3621,BKK,62A,0,FFEE00,000000
3690,BKK,69,0,FFEE00,000000
3690,BKK,69,0,FFEE00,000000
4700,BKK,70,3,FF1818,000000
4700,BKK,70,3,FF1818,000000
4720,BKK,72,3,FF1818,000000
4720,BKK,72,3,FF1818,000000
4730,BKK,73,3,FF1818,000000
4730,BKK,73,3,FF1818,000000
4740,BKK,74,3,FF1818,000000
4740,BKK,74,3,FF1818,000000
4741,BKK,74A,3,FF1818,000000
4741,BKK,74A,3,FF1818,000000
4750,BKK,75,3,FF1818,000000
4750,BKK,75,3,FF1818,000000
4760,BKK,76,3,FF1818,000000
4760,BKK,76,3,FF1818,000000
4770,BKK,77,3,FF1818,000000
4770,BKK,77,3,FF1818,000000
4780,BKK,78,3,FF1818,000000
4780,BKK,78,3,FF1818,000000
4790,BKK,79,3,FF1818,000000
4790,BKK,79,3,FF1818,000000
4800,BKK,80,3,FF1818,000000
4800,BKK,80,3,FF1818,000000
4801,BKK,80A,3,FF1818,000000
4801,BKK,80A,3,FF1818,000000
4810,BKK,81,3,FF1818,000000
4810,BKK,81,3,FF1818,000000
4820,BKK,82,3,FF1818,000000
4820,BKK,82,3,FF1818,000000
4830,BKK,83,3,FF1818,000000
4830,BKK,83,3,FF1818,000000
5100,BKK,M1,1,FFAA00,000000
5100,BKK,M1,1,FFAA00,000000
5200,BKK,M2,1,CC0000,FFFFFF
5200,BKK,M2,1,CC0000,FFFFFF
5300,BKK,M3,1,0000FF,FFFFFF
5300,BKK,M3,1,0000FF,FFFFFF
6100,BKK,H8,2,D36E70,FFFFFF
6100,BKK,H8,2,D36E70,FFFFFF
6130,BKK,H8,2,D36E70,FFFFFF
6130,BKK,H8,2,D36E70,FFFFFF
6150,BKK,H9,2,D36E70,FFFFFF
6150,BKK,H9,2,D36E70,FFFFFF
6200,BKK,H6,2,955F20,FFFFFF
6200,BKK,H6,2,955F20,FFFFFF
6210,BKK,H6,2,955F20,FFFFFF
6210,BKK,H6,2,955F20,FFFFFF
6230,BKK,H6,2,955F20,FFFFFF
6230,BKK,H6,2,955F20,FFFFFF
6300,BKK,H7,2,EC7C26,FFFFFF
6300,BKK,H7,2,EC7C26,FFFFFF
6400,BKK,H5,2,A03472,FFFFFF
6400,BKK,H5,2,A03472,FFFFFF
6470,BKK,H5,2,A03472,FFFFFF
6470,BKK,H5,2,A03472,FFFFFF
8110,BKK,D11,4,2C008C,FFFFFF
8110,BKK,D11,4,2C008C,FFFFFF
8120,BKK,D12,4,961B1E,FFFFFF
8120,BKK,D12,4,961B1E,FFFFFF
8130,BKK,D13,4,5F060D,FFFFFF
8130,BKK,D13,4,5F060D,FFFFFF
9000,BKK,900,3,333333,FFFFFF
9000,BKK,900,3,333333,FFFFFF
9010,BKK,901,3,333333,FFFFFF
9010,BKK,901,3,333333,FFFFFF
9070,BKK,907,3,333333,FFFFFF
9070,BKK,907,3,333333,FFFFFF
9080,BKK,908,3,333333,FFFFFF
9080,BKK,908,3,333333,FFFFFF
9090,BKK,909,3,333333,FFFFFF
9090,BKK,909,3,333333,FFFFFF
9140,BKK,914,3,333333,FFFFFF
9140,BKK,914,3,333333,FFFFFF
9141,BKK,914A,3,333333,FFFFFF
9141,BKK,914A,3,333333,FFFFFF
9160,BKK,916,3,333333,FFFFFF
9160,BKK,916,3,333333,FFFFFF
9180,BKK,918,3,333333,FFFFFF
9180,BKK,918,3,333333,FFFFFF
9220,BKK,922,3,333333,FFFFFF
9220,BKK,922,3,333333,FFFFFF
9230,BKK,923,3,333333,FFFFFF
9230,BKK,923,3,333333,FFFFFF
9300,BKK,930,3,333333,FFFFFF
9300,BKK,930,3,333333,FFFFFF
9310,BKK,931,3,333333,FFFFFF
9310,BKK,931,3,333333,FFFFFF
9340,BKK,934,3,333333,FFFFFF
9340,BKK,934,3,333333,FFFFFF
9370,BKK,937,3,333333,FFFFFF
9380,BKK,938,3,333333,FFFFFF
9380,BKK,938,3,333333,FFFFFF
9400,BKK,940,3,333333,FFFFFF
9400,BKK,940,3,333333,FFFFFF
9410,BKK,941,3,333333,FFFFFF
9410,BKK,941,3,333333,FFFFFF
9430,BKK,943,3,333333,FFFFFF
9430,BKK,943,3,333333,FFFFFF
9480,BKK,948,3,333333,FFFFFF
9480,BKK,948,3,333333,FFFFFF
9500,BKK,950,3,333333,FFFFFF
9500,BKK,950,3,333333,FFFFFF
9501,BKK,950A,3,333333,FFFFFF
9560,BKK,956,3,333333,FFFFFF
9560,BKK,956,3,333333,FFFFFF
9600,BKK,960,3,333333,FFFFFF
9600,BKK,960,3,333333,FFFFFF
9630,BKK,963,3,333333,FFFFFF
9630,BKK,963,3,333333,FFFFFF
9640,BKK,964,3,333333,FFFFFF
9640,BKK,964,3,333333,FFFFFF
9660,BKK,966,3,333333,FFFFFF
9660,BKK,966,3,333333,FFFFFF
9680,BKK,968,3,333333,FFFFFF
9680,BKK,968,3,333333,FFFFFF
9720,BKK,972,3,333333,FFFFFF
9720,BKK,972,3,333333,FFFFFF
9730,BKK,973,3,333333,FFFFFF
9730,BKK,973,3,333333,FFFFFF
9790,BKK,979,3,333333,FFFFFF
9790,BKK,979,3,333333,FFFFFF
9791,BKK,979A,3,333333,FFFFFF
9791,BKK,979A,3,333333,FFFFFF
9800,BKK,980,3,333333,FFFFFF
9800,BKK,980,3,333333,FFFFFF
9900,BKK,990,3,333333,FFFFFF
9900,BKK,990,3,333333,FFFFFF
9920,BKK,992,3,333333,FFFFFF
9920,BKK,992,3,333333,FFFFFF
9940,BKK,994,3,333333,FFFFFF
9940,BKK,994,3,333333,FFFFFF
9960,BKK,996,3,333333,FFFFFF
9960,BKK,996,3,333333,FFFFFF
9961,BKK,996A,3,333333,FFFFFF
9961,BKK,996A,3,333333,FFFFFF
9980,BKK,998,3,333333,FFFFFF
9980,BKK,998,3,333333,FFFFFF
9990,BKK,999,3,333333,FFFFFF
9990,BKK,999,3,333333,FFFFFF
